State,District,Year,Groundnut,,,,,,,,,,,,,,,,,
,,,Rabi,,,Kharif,,,Summer,,,Whole Year,,,Autumn,,,Winter,,
,,,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2002 - 2003,,,,"7,100.00","4,500.00",0.63,300,600,2,,,,,,,,,
,,2003 - 2004,,,,"7,400.00","6,700.00",0.91,300,300,1,,,,,,,,,
,,2004 - 2005,,,,"6,700.00","3,400.00",0.51,200,200,1,,,,,,,,,
,,2005 - 2006,,,,"6,500.00","5,800.00",0.89,400,400,1,,,,,,,,,
,,2006 - 2007,,,,"6,100.00","5,800.00",0.95,600,700,1.17,,,,,,,,,
,,2007 - 2008,,,,"6,100.00","5,200.00",0.85,900,"1,200.00",1.33,,,,,,,,,
,,2008 - 2009,,,,"6,100.00","4,200.00",0.69,200,300,1.5,,,,,,,,,
,,2009 - 2010,,,,"5,700.00","4,300.00",0.75,400,800,2,,,,,,,,,
,,2010 - 2011,,,,"4,000.00","3,500.00",0.88,400,400,1,,,,,,,,,
,,2011 - 2012,,,,"2,900.00","2,300.00",0.79,400,600,1.5,,,,,,,,,
,,2012 - 2013,,,,"2,400.00","2,600.00",1.08,500,"1,300.00",2.6,,,,,,,,,
,,2013 - 2014,,,,"2,400.00","1,160.00",0.48,500,900,1.8,,,,,,,,,
,,2014 - 2015,,,,"2,500.00",600,0.24,500,"1,200.00",2.4,,,,,,,,,
,,2015 - 2016,,,,"2,500.00","2,340.00",0.94,"1,400.00","1,900.00",1.36,,,,,,,,,
,,2016 - 2017,,,,"3,000.00","4,600.00",1.53,"1,300.00","2,100.00",1.62,,,,,,,,,
,,2017 - 2018,,,,"2,600.00","2,800.00",1.08,992,"1,500.00",1.51,,,,,,,,,
,,2018 - 2019,,,,"2,117.00","1,078.00",0.51,170,230,1.35,,,,,,,,,
,,2019 - 2020,,,,"1,139.00",163,0.14,298,643,2.16,,,,,,,,,
,,2020 - 2021,,,,908.59,789.84,0.87,688.39,963.66,1.4,,,,,,,,,
,,2021 - 2022,,,,"1,105.20","1,140.12",1.03,886.73,"1,428.93",1.61,,,,,,,,,
,,2022 - 2023,,,,"1,027.18",735.67,0.72,887,"1,116.00",1.26,,,,,,,,,
,19. Nanded,2000 - 2001,,,,400,200,0.5,"6,900.00","4,100.00",0.59,,,,,,,,,
,,2001 - 2002,,,,200,100,0.5,"10,100.00","11,200.00",1.11,,,,,,,,,
,,2002 - 2003,,,,300,200,0.67,"7,300.00","10,400.00",1.42,,,,,,,,,
,,2003 - 2004,,,,200,100,0.5,"6,800.00","10,000.00",1.47,,,,,,,,,
,,2004 - 2005,,,,500,100,0.2,"4,500.00","5,400.00",1.2,,,,,,,,,
,,2005 - 2006,,,,400,200,0.5,"9,100.00","12,500.00",1.37,,,,,,,,,
,,2006 - 2007,,,,400,200,0.5,"9,100.00","11,000.00",1.21,,,,,,,,,
,,2007 - 2008,,,,300,200,0.67,"3,400.00","3,400.00",1,,,,,,,,,
,,2008 - 2009,,,,"1,000.00",500,0.5,"3,600.00","4,000.00",1.11,,,,,,,,,
,,2009 - 2010,,,,800,200,0.25,"1,700.00","2,300.00",1.35,,,,,,,,,
,,2010 - 2011,,,,300,200,0.67,"7,600.00","8,300.00",1.09,,,,,,,,,
,,2011 - 2012,,,,100,100,1,"7,700.00","7,700.00",1,,,,,,,,,
,,2012 - 2013,,,,100,100,1,"5,200.00","5,800.00",1.12,,,,,,,,,
,,2013 - 2014,,,,,,,"7,300.00","9,000.00",1.23,,,,,,,,,
,,2014 - 2015,,,,100,,0,"5,000.00","4,300.00",0.86,,,,,,,,,
,,2015 - 2016,,,,,,,"4,800.00","2,600.00",0.54,,,,,,,,,
,,2016 - 2017,,,,100,20,0.2,"11,600.00","10,200.00",0.88,,,,,,,,,
,,2017 - 2018,,,,69,4,0.06,"3,868.00","2,700.00",0.7,,,,,,,,,
,,2018 - 2019,,,,72,35,0.49,"2,880.00","2,400.00",0.83,,,,,,,,,
,,2019 - 2020,,,,98,37,0.38,"10,432.00","12,322.00",1.18,,,,,,,,,
,,2020 - 2021,,,,98.08,44.37,0.45,"12,518.81","16,413.41",1.31,,,,,,,,,
,,2021 - 2022,,,,101.94,74.99,0.74,"9,518.77","11,294.97",1.19,,,,,,,,,
,,2022 - 2023,,,,91.21,65.44,0.72,"10,283.00","17,008.00",1.65,,,,,,,,,
,20. Nandurbar,2000 - 2001,,,,"10,600.00","2,600.00",0.25,"3,300.00","3,700.00",1.12,,,,,,,,,
,,2001 - 2002,,,,"9,000.00","5,400.00",0.6,"3,700.00","3,900.00",1.05,,,,,,,,,
,,2002 - 2003,,,,"8,400.00","4,500.00",0.54,"5,500.00","10,400.00",1.89,,,,,,,,,
,,2003 - 2004,,,,"8,500.00","7,200.00",0.85,"7,900.00","12,000.00",1.52,,,,,,,,,
,,2004 - 2005,,,,"8,800.00","5,400.00",0.61,"8,900.00","11,500.00",1.29,,,,,,,,,
,,2005 - 2006,,,,"8,500.00","6,200.00",0.73,"8,900.00","17,600.00",1.98,,,,,,,,,
,,2006 - 2007,,,,"9,900.00","7,900.00",0.8,"8,900.00","14,400.00",1.62,,,,,,,,,
,,2007 - 2008,,,,"9,300.00","9,700.00",1.04,"6,700.00","13,200.00",1.97,,,,,,,,,
,,2008 - 2009,,,,"6,100.00","4,600.00",0.75,"6,000.00","11,300.00",1.88,,,,,,,,,
,,2009 - 2010,,,,"7,600.00","3,700.00",0.49,"7,000.00","13,100.00",1.87,,,,,,,,,
,,2010 - 2011,,,,"8,600.00","7,200.00",0.84,"8,300.00","9,300.00",1.12,,,,,,,,,
,,2011 - 2012,,,,"5,800.00","5,900.00",1.02,"6,900.00","9,400.00",1.36,,,,,,,,,
,,2012 - 2013,,,,"4,200.00","4,000.00",0.95,"8,300.00","8,400.00",1.01,,,,,,,,,
,,2013 - 2014,,,,"2,000.00","1,200.00",0.6,"2,400.00","3,100.00",1.29,,,,,,,,,
,,2014 - 2015,,,,"2,000.00","1,300.00",0.65,"2,400.00","2,700.00",1.13,,,,,,,,,
,,2015 - 2016,,,,"1,900.00","1,000.00",0.53,"3,200.00","3,700.00",1.16,,,,,,,,,
,,2016 - 2017,,,,"2,500.00","2,100.00",0.84,"1,800.00","1,500.00",0.83,,,,,,,,,
,,2017 - 2018,,,,"2,300.00","2,200.00",0.96,"1,559.00","1,900.00",1.22,,,,,,,,,
,,2018 - 2019,,,,"2,560.00","1,352.00",0.53,"1,420.00","1,150.00",0.81,,,,,,,,,
,,2019 - 2020,,,,"2,583.00","2,255.00",0.87,"4,694.00","6,393.00",1.36,,,,,,,,,
,,2020 - 2021,,,,"2,066.03","1,356.78",0.66,"5,868.07","10,785.38",1.84,,,,,,,,,
,,2021 - 2022,,,,"1,808.01","1,182.26",0.65,"6,351.12","8,136.69",1.28,,,,,,,,,
,,2022 - 2023,,,,"1,568.99","1,408.17",0.9,"3,176.00","3,407.00",1.07,,,,,,,,,
,21. Nashik,2000 - 2001,,,,"37,300.00","21,800.00",0.58,400,500,1.25,,,,,,,,,
,,2001 - 2002,,,,"35,300.00","23,300.00",0.66,800,800,1,,,,,,,,,
,,2002 - 2003,,,,"35,400.00","33,200.00",0.94,"1,000.00","1,600.00",1.6,,,,,,,,,
,,2003 - 2004,,,,"36,100.00","25,900.00",0.72,"1,400.00","2,400.00",1.71,,,,,,,,,
,,2004 - 2005,,,,"35,800.00","30,500.00",0.85,"1,600.00","1,600.00",1,,,,,,,,,
,,2005 - 2006,,,,"32,300.00","27,900.00",0.86,"1,900.00","2,100.00",1.11,,,,,,,,,
,,2006 - 2007,,,,"35,200.00","24,600.00",0.7,"2,600.00","3,000.00",1.15,,,,,,,,,
,,2007 - 2008,,,,"35,200.00","32,500.00",0.92,"2,600.00","4,000.00",1.54,,,,,,,,,
,,2008 - 2009,,,,"28,800.00","26,300.00",0.91,"1,100.00","1,500.00",1.36,,,,,,,,,
,,2009 - 2010,,,,"23,400.00","16,700.00",0.71,"1,400.00","2,000.00",1.43,,,,,,,,,
,,2010 - 2011,,,,"32,400.00","27,500.00",0.85,"2,300.00","2,500.00",1.09,,,,,,,,,
,,2011 - 2012,,,,"27,400.00","28,100.00",1.03,"1,400.00","1,500.00",1.07,,,,,,,,,
,,2012 - 2013,,,,"30,100.00","26,200.00",0.87,100,200,2,,,,,,,,,
,,2013 - 2014,,,,"33,400.00","34,600.00",1.04,100,140,1.4,,,,,,,,,
,,2014 - 2015,,,,"19,900.00","20,100.00",1.01,100,200,2,,,,,,,,,
,,2015 - 2016,,,,"19,600.00","18,100.00",0.92,100,100,1,,,,,,,,,
,,2016 - 2017,,,,"21,100.00","34,600.00",1.64,"1,500.00","2,610.00",1.74,,,,,,,,,
,,2017 - 2018,,,,"22,700.00","30,100.00",1.33,"1,627.00","3,420.00",2.1,,,,,,,,,
,,2018 - 2019,,,,"25,095.00","23,362.00",0.93,606,900,1.49,,,,,,,,,
,,2019 - 2020,,,,"26,654.00","19,887.00",0.75,"1,153.00","2,334.00",2.02,,,,,,,,,
,,2020 - 2021,,,,"26,727.35","31,210.69",1.17,"1,213.95","1,886.17",1.55,,,,,,,,,
,,2021 - 2022,,,,"27,208.51","27,962.18",1.03,"1,629.67","2,445.51",1.5,,,,,,,,,
,,2022 - 2023,,,,"22,375.11","26,228.10",1.17,"1,886.00","3,225.00",1.71,,,,,,,,,
,22. Palghar,2011 - 2012,,,,,,,100,100,1,,,,,,,,,
,,2014 - 2015,,,,200,200,1,,,,,,,,,,,,
,,2015 - 2016,,,,100,100,1,30,100,3.33,,,,,,,,,
,,2016 - 2017,,,,200,200,1,,,,,,,,,,,,
,,2017 - 2018,,,,76,100,1.32,,,,,,,,,,,,
,,2020 - 2021,,,,30,28.1,0.94,,,,,,,,,,,,
,,2021 - 2022,,,,22.1,19.29,0.87,,,,,,,,,,,,
,,2022 - 2023,,,,22.1,20.29,0.92,,,,,,,,,,,,
,23. Parbhani,2000 - 2001,,,,100,100,1,"4,300.00","3,800.00",0.88,,,,,,,,,
,,2001 - 2002,,,,200,100,0.5,"4,300.00","4,300.00",1,,,,,,,,,
,,2002 - 2003,,,,300,100,0.33,"5,900.00","7,700.00",1.31,,,,,,,,,
,,2003 - 2004,,,,300,100,0.33,"3,800.00","4,300.00",1.13,,,,,,,,,
,,2004 - 2005,,,,300,100,0.33,"2,500.00","1,700.00",0.68,,,,,,,,,
,,2005 - 2006,,,,,,,"8,500.00","6,400.00",0.75,,,,,,,,,
,,2006 - 2007,,,,100,100,1,"8,500.00","9,000.00",1.06,,,,,,,,,
,,2007 - 2008,,,,200,100,0.5,"4,400.00","4,500.00",1.02,,,,,,,,,
,,2008 - 2009,,,,,,,"4,200.00","4,500.00",1.07,,,,,,,,,
,,2009 - 2010,,,,,,,"1,500.00","2,000.00",1.33,,,,,,,,,
,,2010 - 2011,,,,100,100,1,"5,000.00","6,300.00",1.26,,,,,,,,,
,,2011 - 2012,,,,300,200,0.67,"6,300.00","6,600.00",1.05,,,,,,,,,
,,2012 - 2013,,,,200,100,0.5,"4,000.00","2,400.00",0.6,,,,,,,,,
,,2013 - 2014,,,,100,100,1,"6,400.00","6,600.00",1.03,,,,,,,,,
,,2014 - 2015,,,,,,,"3,100.00","2,600.00",0.84,,,,,,,,,
,,2015 - 2016,,,,,,,200,200,1,,,,,,,,,
,,2016 - 2017,,,,,,,"4,000.00","4,500.00",1.13,,,,,,,,,
,,2017 - 2018,,,,36,2,0.06,"5,046.00","6,100.00",1.21,,,,,,,,,
,,2018 - 2019,,,,,,,225,190,0.84,,,,,,,,,
,,2019 - 2020,,,,12,4,0.33,690,"1,368.00",1.98,,,,,,,,,
,,2020 - 2021,,,,12,5.43,0.45,690.49,905.3,1.31,,,,,,,,,
,,2021 - 2022,,,,9.18,6.76,0.74,729.11,"1,287.72",1.77,,,,,,,,,
,,2022 - 2023,,,,6.81,4.89,0.72,"8,010.00","11,176.00",1.4,,,,,,,,,
,24. Pune,2000 - 2001,,,,"48,800.00","57,200.00",1.17,"5,000.00","9,100.00",1.82,,,,,,,,,
,,2001 - 2002,,,,"42,500.00","51,300.00",1.21,"5,100.00","10,000.00",1.96,,,,,,,,,
,,2002 - 2003,,,,"43,100.00","41,900.00",0.97,"1,900.00","4,200.00",2.21,,,,,,,,,
,,2003 - 2004,,,,"45,600.00","52,900.00",1.16,"2,100.00","3,200.00",1.52,,,,,,,,,
,,2004 - 2005,,,,"47,200.00","42,600.00",0.9,"5,300.00","9,600.00",1.81,,,,,,,,,
,,2005 - 2006,,,,"45,900.00","39,100.00",0.85,"5,300.00","10,800.00",2.04,,,,,,,,,
,,2006 - 2007,,,,"45,600.00","33,600.00",0.74,"5,500.00","10,100.00",1.84,,,,,,,,,
,,2007 - 2008,,,,"46,100.00","51,200.00",1.11,"4,500.00","8,900.00",1.98,,,,,,,,,
,,2008 - 2009,,,,"31,000.00","29,400.00",0.95,"3,900.00","6,800.00",1.74,,,,,,,,,
,,2009 - 2010,,,,"33,100.00","29,200.00",0.88,"5,900.00","11,700.00",1.98,,,,,,,,,
,,2010 - 2011,,,,"35,700.00","45,900.00",1.29,"5,900.00","11,100.00",1.88,,,,,,,,,
,,2011 - 2012,,,,"39,200.00","41,400.00",1.06,"6,900.00","11,300.00",1.64,,,,,,,,,
,,2012 - 2013,,,,"37,700.00","33,200.00",0.88,"6,900.00","10,100.00",1.46,,,,,,,,,
,,2013 - 2014,,,,"46,000.00","37,700.00",0.82,"8,100.00","14,600.00",1.8,,,,,,,,,
,,2014 - 2015,,,,"47,700.00","43,000.00",0.9,"8,400.00","19,100.00",2.27,,,,,,,,,
,,2015 - 2016,,,,"17,100.00","19,400.00",1.13,"8,500.00","19,500.00",2.29,,,,,,,,,
,,2016 - 2017,,,,"17,500.00","18,500.00",1.06,"4,300.00","9,700.00",2.26,,,,,,,,,
,,2017 - 2018,,,,"17,800.00","16,800.00",0.94,"3,886.00","6,300.00",1.62,,,,,,,,,
,,2018 - 2019,,,,"21,591.00","17,601.00",0.82,"2,850.00","5,120.00",1.8,,,,,,,,,
,,2019 - 2020,,,,"22,490.00","22,596.00",1,"5,114.00","12,011.00",2.35,,,,,,,,,
,,2020 - 2021,,,,"23,400.05","26,802.13",1.15,"6,055.14","11,364.24",1.88,,,,,,,,,
,,2021 - 2022,,,,"20,066.31","18,198.14",0.91,"8,419.41","17,828.67",2.12,,,,,,,,,
,,2022 - 2023,,,,"7,918.22","8,244.45",1.04,"5,052.00","7,363.00",1.46,,,,,,,,,
,25. Raigad,2000 - 2001,,,,100,100,1,200,300,1.5,,,,,,,,,
,,2001 - 2002,,,,100,100,1,200,300,1.5,,,,,,,,,
,,2002 - 2003,,,,100,100,1,200,300,1.5,,,,,,,,,
,,2003 - 2004,,,,100,100,1,200,300,1.5,,,,,,,,,
,,2004 - 2005,,,,100,100,1,200,300,1.5,,,,,,,,,
,,2005 - 2006,,,,100,100,1,200,300,1.5,,,,,,,,,
,,2006 - 2007,,,,100,100,1,200,400,2,,,,,,,,,
,,2007 - 2008,,,,100,100,1,200,400,2,,,,,,,,,
,,2008 - 2009,,,,100,100,1,200,400,2,,,,,,,,,
,,2009 - 2010,,,,100,100,1,200,300,1.5,,,,,,,,,
,,2010 - 2011,,,,100,100,1,200,300,1.5,,,,,,,,,
,,2011 - 2012,,,,100,100,1,200,400,2,,,,,,,,,
,,2012 - 2013,,,,100,100,1,200,300,1.5,,,,,,,,,
,,2013 - 2014,,,,,,,200,600,3,,,,,,,,,
,,2014 - 2015,,,,,,,200,600,3,,,,,,,,,
,,2015 - 2016,,,,,,,200,300,1.5,,,,,,,,,
,,2016 - 2017,,,,,,,200,300,1.5,,,,,,,,,
,,2017 - 2018,,,,,,,123,200,1.63,,,,,,,,,
,,2018 - 2019,,,,,,,240,970,4.04,,,,,,,,,
,,2019 - 2020,,,,,,,10,33,3.3,,,,,,,,,
,,2020 - 2021,,,,,,,10,39.94,3.99,,,,,,,,,
,,2021 - 2022,,,,18,15.71,0.87,9,32.02,3.56,,,,,,,,,
,,2022 - 2023,,,,,,,23,136,5.91,,,,,,,,,
,26. Ratnagiri,2000 - 2001,,,,100,10,0.1,500,"1,400.00",2.8,,,,,,,,,
,,2001 - 2002,,,,100,100,1,400,"1,000.00",2.5,,,,,,,,,
,,2002 - 2003,,,,100,100,1,300,600,2,,,,,,,,,
,,2003 - 2004,,,,100,100,1,300,800,2.67,,,,,,,,,
,,2004 - 2005,,,,200,200,1,300,700,2.33,,,,,,,,,
,,2005 - 2006,,,,200,200,1,200,400,2,,,,,,,,,
,,2006 - 2007,,,,200,100,0.5,200,400,2,,,,,,,,,
,,2007 - 2008,,,,200,200,1,200,500,2.5,,,,,,,,,
,,2008 - 2009,,,,200,100,0.5,100,200,2,,,,,,,,,
,,2009 - 2010,,,,200,200,1,100,200,2,,,,,,,,,
,,2010 - 2011,,,,200,200,1,200,400,2,,,,,,,,,
,,2011 - 2012,,,,100,100,1,100,200,2,,,,,,,,,
,,2012 - 2013,,,,100,100,1,,,,,,,,,,,,
,,2015 - 2016,,,,,,,10,10,1,,,,,,,,,
,,2016 - 2017,,,,,,,100,70,0.7,,,,,,,,,
,,2017 - 2018,,,,,,,27,40,1.48,,,,,,,,,
,,2018 - 2019,,,,,,,60,180,3,,,,,,,,,
,,2019 - 2020,,,,,,,59,143,2.42,,,,,,,,,
,,2020 - 2021,,,,11,10.3,0.94,59,88,1.49,,,,,,,,,
,,2021 - 2022,,,,11,9.6,0.87,59,96.29,1.63,,,,,,,,,
,,2022 - 2023,,,,11,10.1,0.92,32,75,2.34,,,,,,,,,
,27. Sangli,2000 - 2001,,,,"38,700.00","40,900.00",1.06,"1,200.00","2,200.00",1.83,,,,,,,,,
,,2001 - 2002,,,,"34,300.00","28,100.00",0.82,"1,000.00","1,800.00",1.8,,,,,,,,,
,,2002 - 2003,,,,"36,400.00","24,700.00",0.68,900,"1,900.00",2.11,,,,,,,,,
,,2003 - 2004,,,,"16,700.00","11,500.00",0.69,200,500,2.5,,,,,,,,,
,,2004 - 2005,,,,"32,100.00","23,900.00",0.74,800,"1,500.00",1.88,,,,,,,,,
,,2005 - 2006,,,,"35,400.00","22,700.00",0.64,800,"1,600.00",2,,,,,,,,,
,,2006 - 2007,,,,"36,400.00","20,100.00",0.55,500,"1,000.00",2,,,,,,,,,
,,2007 - 2008,,,,"38,100.00","37,500.00",0.98,900,"1,900.00",2.11,,,,,,,,,
,,2008 - 2009,,,,"20,600.00","14,100.00",0.68,600,"1,000.00",1.67,,,,,,,,,
,,2009 - 2010,,,,"25,500.00","27,100.00",1.06,700,"1,200.00",1.71,,,,,,,,,
,,2010 - 2011,,,,"28,100.00","36,000.00",1.28,900,"1,400.00",1.56,,,,,,,,,
,,2011 - 2012,,,,"23,200.00","20,700.00",0.89,"1,200.00","1,500.00",1.25,,,,,,,,,
,,2012 - 2013,,,,"21,300.00","16,000.00",0.75,"1,300.00","1,600.00",1.23,,,,,,,,,
,,2013 - 2014,,,,"25,300.00","28,300.00",1.12,"1,500.00","1,700.00",1.13,,,,,,,,,
,,2014 - 2015,,,,"30,000.00","30,500.00",1.02,"1,800.00","2,400.00",1.33,,,,,,,,,
,,2015 - 2016,,,,"28,800.00","21,100.00",0.73,"1,300.00","1,400.00",1.08,,,,,,,,,
,,2016 - 2017,,,,"32,100.00","41,200.00",1.28,500,600,1.2,,,,,,,,,
,,2017 - 2018,,,,"28,700.00","34,400.00",1.2,546,800,1.47,,,,,,,,,
,,2018 - 2019,,,,"27,467.00","28,736.00",1.05,170,280,1.65,,,,,,,,,
,,2019 - 2020,,,,"31,751.00","25,864.00",0.81,636,969,1.52,,,,,,,,,
,,2020 - 2021,,,,"35,813.72","50,978.31",1.42,843.62,"1,247.81",1.48,,,,,,,,,
,,2021 - 2022,,,,"36,526.27","41,366.01",1.13,836.05,"1,089.81",1.3,,,,,,,,,
,,2022 - 2023,,,,"29,913.75","36,593.49",1.22,585,677,1.16,,,,,,,,,
,28. Satara,2000 - 2001,,,,"58,900.00","72,900.00",1.24,"4,000.00","7,900.00",1.98,,,,,,,,,
,,2001 - 2002,,,,"57,900.00","81,200.00",1.4,"3,000.00","7,900.00",2.63,,,,,,,,,
,,2002 - 2003,,,,"58,300.00","68,400.00",1.17,"2,900.00","9,700.00",3.34,,,,,,,,,
,,2003 - 2004,,,,"56,700.00","83,000.00",1.46,"2,700.00","6,300.00",2.33,,,,,,,,,
,,2004 - 2005,,,,"60,900.00","84,900.00",1.39,"4,000.00","9,700.00",2.43,,,,,,,,,
,,2005 - 2006,,,,"59,000.00","47,000.00",0.8,"4,000.00","9,700.00",2.43,,,,,,,,,
,,2006 - 2007,,,,"58,300.00","42,600.00",0.73,"3,900.00","9,400.00",2.41,,,,,,,,,
,,2007 - 2008,,,,"50,300.00","69,200.00",1.38,"3,900.00","10,100.00",2.59,,,,,,,,,
,,2008 - 2009,,,,"46,300.00","67,400.00",1.46,"3,400.00","6,600.00",1.94,,,,,,,,,
,,2009 - 2010,,,,"49,300.00","63,100.00",1.28,"4,000.00","8,900.00",2.23,,,,,,,,,
,,2010 - 2011,,,,"50,100.00","81,600.00",1.63,"4,700.00","8,100.00",1.72,,,,,,,,,
,,2011 - 2012,,,,"42,300.00","59,500.00",1.41,"4,600.00","9,600.00",2.09,,,,,,,,,
,,2012 - 2013,,,,"46,200.00","57,200.00",1.24,"4,500.00","10,000.00",2.22,,,,,,,,,
,,2013 - 2014,,,,"37,700.00","59,450.00",1.58,"5,800.00","12,300.00",2.12,,,,,,,,,
,,2014 - 2015,,,,"38,400.00","56,200.00",1.46,"6,800.00","17,900.00",2.63,,,,,,,,,
,,2015 - 2016,,,,"39,300.00","50,520.00",1.29,"5,900.00","14,700.00",2.49,,,,,,,,,
,,2016 - 2017,,,,"40,500.00","53,800.00",1.33,"2,500.00","5,500.00",2.2,,,,,,,,,
,,2017 - 2018,,,,"33,200.00","46,900.00",1.41,"2,476.00","4,700.00",1.9,,,,,,,,,
,,2018 - 2019,,,,"39,158.00","42,177.00",1.08,"1,960.00","3,760.00",1.92,,,,,,,,,
,,2019 - 2020,,,,"33,491.00","30,607.00",0.91,"2,418.00","4,877.00",2.02,,,,,,,,,
,,2020 - 2021,,,,"33,116.00","58,530.60",1.77,"2,779.89","5,867.81",2.11,,,,,,,,,
,,2021 - 2022,,,,"36,418.00","60,723.37",1.67,"2,957.43","5,371.37",1.82,,,,,,,,,
,,2022 - 2023,,,,"31,133.35","46,762.29",1.5,"2,957.00","5,048.00",1.71,,,,,,,,,
,29. Sindhudurg,2000 - 2001,,,,"1,400.00",500,0.36,"3,400.00","7,600.00",2.24,,,,,,,,,
,,2001 - 2002,,,,"1,500.00","1,000.00",0.67,"3,400.00","7,600.00",2.24,,,,,,,,,
,,2002 - 2003,,,,"1,400.00","1,100.00",0.79,"3,400.00","8,900.00",2.62,,,,,,,,,
,,2003 - 2004,,,,"1,500.00","1,300.00",0.87,"3,400.00","7,300.00",2.15,,,,,,,,,
,,2004 - 2005,,,,"1,400.00","1,100.00",0.79,"3,400.00","7,600.00",2.24,,,,,,,,,
,,2005 - 2006,,,,"1,600.00","1,200.00",0.75,"3,400.00","7,600.00",2.24,,,,,,,,,
,,2006 - 2007,,,,"1,900.00","1,300.00",0.68,"3,400.00","7,200.00",2.12,,,,,,,,,
,,2007 - 2008,,,,"2,000.00","1,800.00",0.9,"3,500.00","9,500.00",2.71,,,,,,,,,
,,2008 - 2009,,,,"2,100.00","1,400.00",0.67,"3,500.00","6,600.00",1.89,,,,,,,,,
,,2009 - 2010,,,,"2,100.00","2,100.00",1,"3,400.00","6,000.00",1.76,,,,,,,,,
,,2010 - 2011,,,,"2,000.00","2,000.00",1,"3,500.00","6,700.00",1.91,,,,,,,,,
,,2011 - 2012,,,,"2,000.00","1,900.00",0.95,"2,900.00","5,900.00",2.03,,,,,,,,,
,,2012 - 2013,,,,"2,000.00","2,400.00",1.2,"2,100.00","4,100.00",1.95,,,,,,,,,
,,2013 - 2014,,,,"2,000.00","3,100.00",1.55,"2,100.00","4,500.00",2.14,,,,,,,,,
,,2014 - 2015,,,,"1,200.00","1,000.00",0.83,"2,100.00","4,000.00",1.9,,,,,,,,,
,,2015 - 2016,,,,800,500,0.63,"2,100.00","3,900.00",1.86,,,,,,,,,
,,2016 - 2017,,,,600,800,1.33,800,"1,300.00",1.63,,,,,,,,,
,,2017 - 2018,,,,542,700,1.29,805,"1,900.00",2.36,,,,,,,,,
,,2018 - 2019,,,,577,402,0.7,860,"3,290.00",3.83,,,,,,,,,
,,2019 - 2020,,,,489,485,0.99,853,"1,915.00",2.25,,,,,,,,,
,,2020 - 2021,,,,541.45,507.18,0.94,843,"2,150.09",2.55,,,,,,,,,
,,2021 - 2022,,,,541.45,472.58,0.87,863,"2,042.55",2.37,,,,,,,,,
,,2022 - 2023,,,,541.44,496.99,0.92,"2,158.00","4,946.00",2.29,,,,,,,,,
,30. Solapur,2000 - 2001,,,,"8,100.00","5,300.00",0.65,"13,700.00","15,100.00",1.1,,,,,,,,,
,,2001 - 2002,,,,"2,200.00",600,0.27,"4,300.00","6,300.00",1.47,,,,,,,,,
,,2002 - 2003,,,,"3,400.00","1,600.00",0.47,"2,500.00","2,400.00",0.96,,,,,,,,,
,,2003 - 2004,,,,"1,800.00",600,0.33,300,300,1,,,,,,,,,
,,2004 - 2005,,,,"5,300.00","3,400.00",0.64,"4,600.00","5,600.00",1.22,,,,,,,,,
,,2005 - 2006,,,,"5,800.00","4,200.00",0.72,"5,900.00","7,400.00",1.25,,,,,,,,,
,,2006 - 2007,,,,"6,100.00","3,300.00",0.54,"5,700.00","7,700.00",1.35,,,,,,,,,
,,2007 - 2008,,,,"2,800.00","1,900.00",0.68,"9,400.00","13,900.00",1.48,,,,,,,,,
,,2008 - 2009,,,,"1,100.00","1,100.00",1,"7,000.00","10,200.00",1.46,,,,,,,,,
,,2009 - 2010,,,,"2,500.00","1,100.00",0.44,"7,000.00","10,800.00",1.54,,,,,,,,,
,,2010 - 2011,,,,"3,400.00","1,800.00",0.53,"8,100.00","12,200.00",1.51,,,,,,,,,
,,2011 - 2012,,,,"1,900.00","1,400.00",0.74,"4,200.00","4,800.00",1.14,,,,,,,,,
,,2012 - 2013,,,,"1,500.00",600,0.4,"2,700.00","3,900.00",1.44,,,,,,,,,
,,2013 - 2014,,,,"1,500.00","1,200.00",0.8,"3,500.00","4,700.00",1.34,,,,,,,,,
,,2014 - 2015,,,,"1,800.00","1,000.00",0.56,"4,000.00","5,900.00",1.48,,,,,,,,,
,,2015 - 2016,,,,"1,100.00",500,0.45,"2,400.00","2,400.00",1,,,,,,,,,
,,2016 - 2017,,,,"1,700.00",750,0.44,"3,400.00","4,900.00",1.44,,,,,,,,,
,,2017 - 2018,,,,"2,100.00","1,310.00",0.62,"3,015.00","4,200.00",1.39,,,,,,,,,
,,2018 - 2019,,,,"2,890.00","1,280.00",0.44,660,750,1.14,,,,,,,,,
,,2019 - 2020,,,,"2,436.00","1,097.00",0.45,"4,006.00","5,929.00",1.48,,,,,,,,,
,,2020 - 2021,,,,"2,594.09","2,229.99",0.86,"4,970.36","7,512.41",1.51,,,,,,,,,
,,2021 - 2022,,,,"2,849.52","1,815.14",0.64,"5,433.09","7,118.26",1.31,,,,,,,,,
,,2022 - 2023,,,,"3,142.02","1,228.84",0.39,"4,346.00","6,010.00",1.38,,,,,,,,,
