State,District,Year,Moong(Green Gram),,,,,,,,,,,,,,,,,
,,,Rabi,,,Kharif,,,Summer,,,Whole Year,,,Autumn,,,Winter,,
,,2018 - 2019,,,,"2,286.00",764,0.33,50,59,1.18,,,,,,,,,
,,2019 - 2020,,,,"1,870.00","1,099.00",0.59,"1,353.00","1,414.00",1.05,,,,,,,,,
,,2020 - 2021,,,,472,227,0.48,"2,411.00","2,767.00",1.15,,,,,,,,,
,,2021 - 2022,,,,"1,246.00",480,0.39,"4,510.00","8,032.00",1.78,,,,,,,,,
,,2022 - 2023,,,,"1,453.00",450,0.31,"1,854.00","1,693.00",0.91,,,,,,,,,
,12. Dohad,2003 - 2004,,,,800,400,0.5,,,,,,,,,,,,
,,2004 - 2005,,,,600,200,0.33,,,,,,,,,,,,
,,2005 - 2006,,,,800,500,0.63,,,,,,,,,,,,
,,2006 - 2007,,,,900,300,0.33,,,,,,,,,,,,
,,2007 - 2008,,,,"1,100.00",600,0.55,,,,,,,,,,,,
,,2008 - 2009,,,,"1,300.00",600,0.46,,,,,,,,,,,,
,,2009 - 2010,,,,700,300,0.43,,,,,,,,,,,,
,,2010 - 2011,,,,500,200,0.4,"1,600.00",800,0.5,,,,,,,,,
,,2011 - 2012,,,,600,200,0.33,"2,100.00",800,0.38,,,,,,,,,
,,2012 - 2013,,,,500,200,0.4,"3,800.00","1,700.00",0.45,,,,,,,,,
,,2013 - 2014,,,,298,158,0.53,"2,665.00","1,169.00",0.44,,,,,,,,,
,,2014 - 2015,,,,329,163,0.5,"3,266.00","1,395.00",0.43,,,,,,,,,
,,2015 - 2016,,,,527,266,0.5,677,296,0.44,,,,,,,,,
,,2016 - 2017,,,,207,94,0.45,"1,122.00",473,0.42,,,,,,,,,
,,2017 - 2018,,,,156,89,0.57,"1,340.00",603,0.45,,,,,,,,,
,,2018 - 2019,,,,174,58,0.33,"4,518.00","5,336.00",1.18,,,,,,,,,
,,2019 - 2020,,,,42,27,0.64,"1,716.00","1,793.00",1.04,,,,,,,,,
,,2020 - 2021,,,,8,3,0.38,"1,796.00","1,151.00",0.64,,,,,,,,,
,,2021 - 2022,,,,,,,"1,960.00","1,999.00",1.02,,,,,,,,,
,,2022 - 2023,,,,68,40,0.59,"1,857.00","2,173.00",1.17,,,,,,,,,
,13. Gandhinagar,2000 - 2001,,,,700,200,0.29,,,,,,,,,,,,
,,2001 - 2002,,,,"1,200.00",500,0.42,,,,,,,,,,,,
,,2002 - 2003,,,,700,200,0.29,,,,,,,,,,,,
,,2003 - 2004,,,,"5,400.00","4,000.00",0.74,,,,,,,,,,,,
,,2004 - 2005,,,,"4,000.00","4,100.00",1.03,,,,,,,,,,,,
,,2005 - 2006,,,,"3,600.00","2,400.00",0.67,,,,,,,,,,,,
,,2006 - 2007,,,,"3,600.00","1,700.00",0.47,,,,,,,,,,,,
,,2007 - 2008,,,,"2,900.00","1,800.00",0.62,,,,,,,,,,,,
,,2008 - 2009,,,,"3,800.00","2,000.00",0.53,,,,,,,,,,,,
,,2009 - 2010,,,,"3,200.00","1,500.00",0.47,,,,,,,,,,,,
,,2010 - 2011,,,,"3,000.00","1,900.00",0.63,"1,200.00",700,0.58,,,,,,,,,
,,2011 - 2012,,,,"2,300.00","1,600.00",0.7,200,100,0.5,,,,,,,,,
,,2012 - 2013,,,,"1,700.00","1,300.00",0.76,100,100,1,,,,,,,,,
,,2013 - 2014,,,,"1,818.00","1,363.00",0.75,20,11,0.55,,,,,,,,,
,,2014 - 2015,,,,"1,603.00","1,400.00",0.87,328,167,0.51,,,,,,,,,
,,2015 - 2016,,,,"1,584.00","1,294.00",0.82,563,299,0.53,,,,,,,,,
,,2016 - 2017,,,,"3,907.00","2,145.00",0.55,218,185,0.85,,,,,,,,,
,,2017 - 2018,,,,"2,212.00","1,626.00",0.74,69,41,0.59,,,,,,,,,
,,2018 - 2019,,,,"2,780.00","1,954.00",0.7,24,28,1.17,,,,,,,,,
,,2019 - 2020,,,,"1,449.00",929,0.64,275,287,1.04,,,,,,,,,
,,2020 - 2021,,,,"1,390.00",860,0.62,68,78,1.15,,,,,,,,,
,,2021 - 2022,,,,"1,817.00","1,313.00",0.72,50,66,1.32,,,,,,,,,
,,2022 - 2023,,,,"1,725.00","1,149.00",0.67,16,19,1.19,,,,,,,,,
,14. Gir somnath,2014 - 2015,,,,174,86,0.49,,,,,,,,,,,,
,,2015 - 2016,,,,175,88,0.5,25,13,0.52,,,,,,,,,
,,2016 - 2017,,,,790,359,0.45,,,,,,,,,,,,
,,2017 - 2018,,,,636,361,0.57,,,,,,,,,,,,
,,2018 - 2019,,,,376,126,0.34,,,,,,,,,,,,
,,2019 - 2020,,,,358,230,0.64,55,57,1.04,,,,,,,,,
,,2020 - 2021,,,,112,46,0.41,75,86,1.15,,,,,,,,,
,,2021 - 2022,,,,60,27,0.45,"8,571.00","12,937.00",1.51,,,,,,,,,
,,2022 - 2023,,,,155,91,0.59,"6,430.00","10,094.00",1.57,,,,,,,,,
,15. Jamnagar,2000 - 2001,,,,"3,800.00","1,700.00",0.45,,,,,,,,,,,,
,,2001 - 2002,,,,"4,100.00","2,600.00",0.63,,,,,,,,,,,,
,,2002 - 2003,,,,"2,700.00",800,0.3,,,,,,,,,,,,
,,2003 - 2004,,,,"3,000.00","1,700.00",0.57,,,,,,,,,,,,
,,2004 - 2005,,,,"4,800.00","2,000.00",0.42,,,,,,,,,,,,
,,2005 - 2006,,,,"2,900.00","1,800.00",0.62,,,,,,,,,,,,
,,2006 - 2007,,,,"2,200.00",700,0.32,,,,,,,,,,,,
,,2007 - 2008,,,,"2,800.00","1,600.00",0.57,,,,,,,,,,,,
,,2008 - 2009,,,,"2,000.00",900,0.45,,,,,,,,,,,,
,,2009 - 2010,,,,"1,800.00",700,0.39,,,,,,,,,,,,
,,2010 - 2011,,,,"3,700.00","1,700.00",0.46,"4,800.00","2,600.00",0.54,,,,,,,,,
,,2011 - 2012,,,,"2,600.00","1,100.00",0.42,"7,500.00","4,000.00",0.53,,,,,,,,,
,,2012 - 2013,,,,"3,100.00","1,400.00",0.45,200,100,0.5,,,,,,,,,
,,2013 - 2014,,,,"3,505.00","1,861.00",0.53,"2,873.00","1,531.00",0.53,,,,,,,,,
,,2014 - 2015,,,,"3,675.00","1,810.00",0.49,938,496,0.53,,,,,,,,,
,,2015 - 2016,,,,"1,682.00",850,0.51,117,52,0.44,,,,,,,,,
,,2016 - 2017,,,,"1,987.00",902,0.45,259,168,0.65,,,,,,,,,
,,2017 - 2018,,,,"2,350.00","2,390.00",1.02,586,426,0.73,,,,,,,,,
,,2018 - 2019,,,,"1,259.00",964,0.77,69,81,1.17,,,,,,,,,
,,2019 - 2020,,,,"1,901.00","1,495.00",0.79,"1,475.00","1,541.00",1.04,,,,,,,,,
,,2020 - 2021,,,,"1,690.00",442,0.26,"1,580.00","1,813.00",1.15,,,,,,,,,
,,2021 - 2022,,,,"2,161.00",754,0.35,"2,495.00","3,305.00",1.32,,,,,,,,,
,,2022 - 2023,,,,"1,737.00","1,808.00",1.04,958,766,0.8,,,,,,,,,
,16. Junagadh,2000 - 2001,,,,"4,000.00","2,500.00",0.63,,,,,,,,,,,,
,,2001 - 2002,,,,"4,000.00","1,900.00",0.48,,,,,,,,,,,,
,,2002 - 2003,,,,"4,600.00","1,400.00",0.3,,,,,,,,,,,,
,,2003 - 2004,,,,"2,900.00","1,700.00",0.59,,,,,,,,,,,,
,,2004 - 2005,,,,"2,600.00","1,100.00",0.42,,,,,,,,,,,,
,,2005 - 2006,,,,"2,500.00","1,500.00",0.6,,,,,,,,,,,,
,,2006 - 2007,,,,"2,900.00","1,000.00",0.34,,,,,,,,,,,,
,,2007 - 2008,,,,"2,500.00","1,400.00",0.56,,,,,,,,,,,,
,,2008 - 2009,,,,"2,100.00",900,0.43,,,,,,,,,,,,
,,2009 - 2010,,,,"1,600.00",600,0.38,,,,,,,,,,,,
,,2010 - 2011,,,,"2,000.00",900,0.45,"4,000.00","2,200.00",0.55,,,,,,,,,
,,2011 - 2012,,,,"1,900.00",800,0.42,"3,900.00","1,900.00",0.49,,,,,,,,,
,,2012 - 2013,,,,"3,300.00","1,400.00",0.42,700,300,0.43,,,,,,,,,
,,2013 - 2014,,,,"1,605.00",852,0.53,"4,245.00","2,167.00",0.51,,,,,,,,,
,,2014 - 2015,,,,"1,586.00",784,0.49,"2,480.00","1,222.00",0.49,,,,,,,,,
,,2015 - 2016,,,,"1,852.00",936,0.51,845,400,0.47,,,,,,,,,
,,2016 - 2017,,,,"1,808.00",821,0.45,"2,275.00","2,389.00",1.05,,,,,,,,,
,,2017 - 2018,,,,"1,627.00",924,0.57,"1,942.00","2,233.00",1.15,,,,,,,,,
,,2018 - 2019,,,,881,294,0.33,"1,235.00","2,232.00",1.81,,,,,,,,,
,,2019 - 2020,,,,567,364,0.64,"7,470.00","6,917.00",0.93,,,,,,,,,
,,2020 - 2021,,,,670,276,0.41,"13,260.00","16,639.00",1.25,,,,,,,,,
,,2021 - 2022,,,,"1,805.00",801,0.44,"13,390.00","17,179.00",1.28,,,,,,,,,
,,2022 - 2023,,,,"1,140.00",668,0.59,"7,006.00","8,187.00",1.17,,,,,,,,,
,17. Kachchh,2000 - 2001,,,,"64,500.00","10,700.00",0.17,,,,,,,,,,,,
,,2001 - 2002,,,,"64,200.00","21,700.00",0.34,,,,,,,,,,,,
,,2002 - 2003,,,,"28,600.00","3,300.00",0.12,,,,,,,,,,,,
,,2003 - 2004,,,,"77,700.00","40,900.00",0.53,,,,,,,,,,,,
,,2004 - 2005,,,,"60,600.00","19,900.00",0.33,,,,,,,,,,,,
,,2005 - 2006,,,,"46,100.00","23,900.00",0.52,,,,,,,,,,,,
,,2006 - 2007,,,,"86,400.00","41,000.00",0.47,,,,,,,,,,,,
,,2007 - 2008,,,,"84,400.00","42,400.00",0.5,,,,,,,,,,,,
,,2008 - 2009,,,,"66,300.00","27,400.00",0.41,,,,,,,,,,,,
,,2009 - 2010,,,,"75,400.00","31,200.00",0.41,,,,,,,,,,,,
,,2010 - 2011,,,,"89,200.00","42,600.00",0.48,"2,100.00","1,100.00",0.52,,,,,,,,,
,,2011 - 2012,,,,"1,06,200.00","40,100.00",0.38,"1,500.00",800,0.53,,,,,,,,,
,,2012 - 2013,,,,"27,900.00","9,300.00",0.33,400,200,0.5,,,,,,,,,
,,2013 - 2014,,,,"69,443.00","32,909.00",0.47,106,55,0.52,,,,,,,,,
,,2014 - 2015,,,,"38,653.00","15,859.00",0.41,130,68,0.52,,,,,,,,,
,,2015 - 2016,,,,"71,261.00","34,882.00",0.49,382,193,0.51,,,,,,,,,
,,2016 - 2017,,,,"73,218.00","29,038.00",0.4,135,97,0.72,,,,,,,,,
,,2017 - 2018,,,,"72,411.00","39,536.00",0.55,418,302,0.72,,,,,,,,,
,,2018 - 2019,,,,"16,112.00","2,240.00",0.14,146,172,1.18,,,,,,,,,
,,2019 - 2020,,,,"65,124.00","41,397.00",0.64,514,537,1.04,,,,,,,,,
,,2020 - 2021,,,,"63,403.00","23,516.00",0.37,644,739,1.15,,,,,,,,,
,,2021 - 2022,,,,"56,217.00","21,922.00",0.39,745,987,1.32,,,,,,,,,
,,2022 - 2023,,,,"40,876.00","22,624.00",0.55,514,601,1.17,,,,,,,,,
,18. Kheda,2000 - 2001,,,,"2,100.00",600,0.29,,,,,,,,,,,,
,,2001 - 2002,,,,"1,800.00",800,0.44,,,,,,,,,,,,
,,2002 - 2003,,,,"2,000.00",600,0.3,,,,,,,,,,,,
,,2003 - 2004,,,,"2,000.00","1,200.00",0.6,,,,,,,,,,,,
,,2004 - 2005,,,,"1,400.00",600,0.43,,,,,,,,,,,,
,,2005 - 2006,,,,"1,100.00",700,0.64,,,,,,,,,,,,
,,2006 - 2007,,,,"1,100.00",400,0.36,,,,,,,,,,,,
,,2007 - 2008,,,,"1,700.00",900,0.53,,,,,,,,,,,,
,,2008 - 2009,,,,800,300,0.38,,,,,,,,,,,,
,,2009 - 2010,,,,800,300,0.38,,,,,,,,,,,,
,,2010 - 2011,,,,"1,000.00",500,0.5,600,400,0.67,,,,,,,,,
,,2011 - 2012,,,,800,300,0.38,600,300,0.5,,,,,,,,,
,,2012 - 2013,,,,800,300,0.38,800,400,0.5,,,,,,,,,
,,2013 - 2014,,,,431,229,0.53,434,248,0.57,,,,,,,,,
,,2014 - 2015,,,,768,380,0.49,676,364,0.54,,,,,,,,,
,,2015 - 2016,,,,692,350,0.51,595,329,0.55,,,,,,,,,
,,2016 - 2017,,,,426,193,0.45,"1,677.00",956,0.57,,,,,,,,,
,,2017 - 2018,,,,435,247,0.57,739,443,0.6,,,,,,,,,
,,2018 - 2019,,,,467,156,0.33,694,865,1.25,,,,,,,,,
,,2019 - 2020,,,,355,228,0.64,818,855,1.05,,,,,,,,,
,,2020 - 2021,,,,302,124,0.41,551,632,1.15,,,,,,,,,
,,2021 - 2022,,,,298,132,0.44,664,880,1.33,,,,,,,,,
,,2022 - 2023,,,,358,210,0.59,469,549,1.17,,,,,,,,,
,19. Mahesana,2000 - 2001,,,,"19,600.00","7,400.00",0.38,,,,,,,,,,,,
,,2001 - 2002,,,,"29,300.00","17,400.00",0.59,,,,,,,,,,,,
,,2002 - 2003,,,,"30,700.00","10,400.00",0.34,,,,,,,,,,,,
,,2003 - 2004,,,,"19,000.00","9,300.00",0.49,,,,,,,,,,,,
,,2004 - 2005,,,,"16,300.00","8,200.00",0.5,,,,,,,,,,,,
,,2005 - 2006,,,,"14,100.00","8,400.00",0.6,,,,,,,,,,,,
,,2006 - 2007,,,,"16,400.00","3,200.00",0.2,,,,,,,,,,,,
,,2007 - 2008,,,,"18,600.00","10,300.00",0.55,,,,,,,,,,,,
,,2008 - 2009,,,,"14,400.00","7,500.00",0.52,,,,,,,,,,,,
,,2009 - 2010,,,,"13,800.00","5,700.00",0.41,,,,,,,,,,,,
,,2010 - 2011,,,,"12,500.00","5,900.00",0.47,100,100,1,,,,,,,,,
,,2011 - 2012,,,,"9,200.00","4,200.00",0.46,500,300,0.6,,,,,,,,,
,,2012 - 2013,,,,"4,900.00","2,100.00",0.43,100,100,1,,,,,,,,,
,,2013 - 2014,,,,"3,590.00","1,317.00",0.37,,,,,,,,,,,,
,,2014 - 2015,,,,"2,350.00",852,0.36,304,185,0.61,,,,,,,,,
,,2015 - 2016,,,,"1,531.00",606,0.4,414,265,0.64,,,,,,,,,
,,2016 - 2017,,,,"6,081.00","2,167.00",0.36,239,195,0.82,,,,,,,,,
,,2017 - 2018,,,,"4,186.00","2,378.00",0.57,344,162,0.47,,,,,,,,,
,,2018 - 2019,,,,"2,289.00",813,0.36,335,396,1.18,,,,,,,,,
,,2019 - 2020,,,,"1,976.00",766,0.39,273,285,1.04,,,,,,,,,
,,2020 - 2021,,,,"2,141.00",882,0.41,205,235,1.15,,,,,,,,,
,,2021 - 2022,,,,"2,727.00","1,034.00",0.38,176,233,1.32,,,,,,,,,
,,2022 - 2023,,,,"2,626.00","1,538.00",0.59,162,190,1.17,,,,,,,,,
,20. Mahisagar,2014 - 2015,,,,623,308,0.49,"1,403.00",703,0.5,,,,,,,,,
,,2015 - 2016,,,,197,100,0.51,945,489,0.52,,,,,,,,,
,,2016 - 2017,,,,301,137,0.46,"1,770.00","1,770.00",1,,,,,,,,,
,,2017 - 2018,,,,280,159,0.57,"1,700.00","1,700.00",1,,,,,,,,,
,,2018 - 2019,,,,255,85,0.33,"1,383.00","1,649.00",1.19,,,,,,,,,
,,2019 - 2020,,,,108,66,0.61,"1,312.00","1,546.00",1.18,,,,,,,,,
,,2020 - 2021,,,,97,40,0.41,"1,491.00","2,331.00",1.56,,,,,,,,,
,,2021 - 2022,,,,123,55,0.45,"1,477.00","1,801.00",1.22,,,,,,,,,
,,2022 - 2023,,,,103,60,0.58,"1,477.00","2,369.00",1.6,,,,,,,,,
,21. Morbi,2014 - 2015,,,,215,106,0.49,"5,960.00","2,936.00",0.49,,,,,,,,,
,,2015 - 2016,,,,"1,075.00",543,0.51,"4,000.00","1,893.00",0.47,,,,,,,,,
,,2016 - 2017,,,,"1,054.00",478,0.45,"5,046.00","7,569.00",1.5,,,,,,,,,
,,2017 - 2018,,,,293,166,0.57,"4,633.00","7,065.00",1.52,,,,,,,,,
,,2018 - 2019,,,,81,27,0.33,"2,798.00","3,304.00",1.18,,,,,,,,,
,,2019 - 2020,,,,67,43,0.64,"5,237.00","7,315.00",1.4,,,,,,,,,
,,2020 - 2021,,,,654,270,0.41,"8,580.00","10,572.00",1.23,,,,,,,,,
,,2021 - 2022,,,,"1,489.00",661,0.44,535,709,1.33,,,,,,,,,
,,2022 - 2023,,,,"1,663.00",974,0.59,,,,,,,,,,,,
,22. Narmada,2003 - 2004,,,,"1,000.00",600,0.6,,,,,,,,,,,,
,,2004 - 2005,,,,500,200,0.4,,,,,,,,,,,,
,,2005 - 2006,,,,500,300,0.6,,,,,,,,,,,,
,,2006 - 2007,,,,300,100,0.33,,,,,,,,,,,,
,,2007 - 2008,,,,600,300,0.5,,,,,,,,,,,,
,,2008 - 2009,,,,600,200,0.33,,,,,,,,,,,,
,,2009 - 2010,,,,700,300,0.43,,,,,,,,,,,,
,,2010 - 2011,,,,300,100,0.33,"2,500.00","1,400.00",0.56,,,,,,,,,
,,2011 - 2012,,,,,,,"3,000.00","1,200.00",0.4,,,,,,,,,
,,2012 - 2013,,,,,,,"1,400.00",800,0.57,,,,,,,,,
,,2013 - 2014,,,,436,232,0.53,"1,062.00",528,0.5,,,,,,,,,
,,2014 - 2015,,,,460,227,0.49,902,422,0.47,,,,,,,,,
,,2015 - 2016,,,,721,364,0.5,735,382,0.52,,,,,,,,,
,,2016 - 2017,,,,955,433,0.45,557,270,0.48,,,,,,,,,
,,2017 - 2018,,,,170,97,0.57,201,101,0.5,,,,,,,,,
,,2018 - 2019,,,,269,90,0.33,627,740,1.18,,,,,,,,,
,,2019 - 2020,,,,322,325,1.01,539,568,1.05,,,,,,,,,
,,2020 - 2021,,,,207,85,0.41,359,412,1.15,,,,,,,,,
,,2021 - 2022,,,,40,18,0.45,450,596,1.32,,,,,,,,,
,,2022 - 2023,,,,168,98,0.58,583,682,1.17,,,,,,,,,
,23. Navsari,2003 - 2004,,,,200,100,0.5,,,,,,,,,,,,
,,2004 - 2005,,,,200,100,0.5,,,,,,,,,,,,
,,2005 - 2006,,,,200,100,0.5,,,,,,,,,,,,
,,2006 - 2007,,,,200,100,0.5,,,,,,,,,,,,
,,2007 - 2008,,,,200,100,0.5,,,,,,,,,,,,
,,2008 - 2009,,,,200,100,0.5,,,,,,,,,,,,
,,2009 - 2010,,,,200,100,0.5,,,,,,,,,,,,
,,2010 - 2011,,,,300,100,0.33,"1,500.00",800,0.53,,,,,,,,,
,,2011 - 2012,,,,200,100,0.5,"1,500.00",800,0.53,,,,,,,,,
,,2012 - 2013,,,,200,100,0.5,,,,,,,,,,,,
,,2013 - 2014,,,,20,11,0.55,,,,,,,,,,,,
,,2014 - 2015,,,,11,5,0.45,,,,,,,,,,,,
,,2015 - 2016,,,,,,,198,106,0.54,,,,,,,,,
,,2016 - 2017,,,,5,2,0.4,481,268,0.56,,,,,,,,,
,,2017 - 2018,,,,,,,451,254,0.56,,,,,,,,,
,,2018 - 2019,,,,,,,473,559,1.18,,,,,,,,,
,,2019 - 2020,,,,,,,443,463,1.05,,,,,,,,,
,,2020 - 2021,,,,,,,388,445,1.15,,,,,,,,,
,,2021 - 2022,,,,,,,291,386,1.33,,,,,,,,,
,,2022 - 2023,,,,,,,339,397,1.17,,,,,,,,,
,24. Panch mahals,2000 - 2001,,,,"1,400.00",400,0.29,,,,,,,,,,,,
,,2001 - 2002,,,,"1,600.00",700,0.44,,,,,,,,,,,,
,,2002 - 2003,,,,"1,800.00",600,0.33,,,,,,,,,,,,
,,2003 - 2004,,,,"1,300.00",700,0.54,,,,,,,,,,,,
,,2004 - 2005,,,,"1,300.00",500,0.38,,,,,,,,,,,,
,,2005 - 2006,,,,"1,200.00",700,0.58,,,,,,,,,,,,
,,2006 - 2007,,,,"1,100.00",400,0.36,,,,,,,,,,,,
,,2007 - 2008,,,,"1,100.00",600,0.55,,,,,,,,,,,,
,,2008 - 2009,,,,"2,000.00",900,0.45,,,,,,,,,,,,
,,2009 - 2010,,,,"1,800.00",700,0.39,,,,,,,,,,,,
,,2010 - 2011,,,,"1,800.00",800,0.44,"6,500.00","3,400.00",0.52,,,,,,,,,
,,2011 - 2012,,,,"1,000.00",500,0.5,"4,100.00","1,800.00",0.44,,,,,,,,,
,,2012 - 2013,,,,"1,300.00",600,0.46,"1,200.00",600,0.5,,,,,,,,,
,,2013 - 2014,,,,824,438,0.53,"2,338.00","1,147.00",0.49,,,,,,,,,
,,2014 - 2015,,,,227,112,0.49,917,425,0.46,,,,,,,,,
,,2015 - 2016,,,,287,145,0.51,370,178,0.48,,,,,,,,,
,,2016 - 2017,,,,74,34,0.46,"1,418.00","1,418.00",1,,,,,,,,,
,,2017 - 2018,,,,87,49,0.56,671,671,1,,,,,,,,,
,,2018 - 2019,,,,74,25,0.34,592,699,1.18,,,,,,,,,
,,2019 - 2020,,,,104,67,0.64,703,735,1.05,,,,,,,,,
,,2020 - 2021,,,,667,275,0.41,708,813,1.15,,,,,,,,,
,,2021 - 2022,,,,172,76,0.44,646,856,1.33,,,,,,,,,
,,2022 - 2023,,,,210,123,0.59,451,528,1.17,,,,,,,,,
,25. Patan,2003 - 2004,,,,"14,900.00","8,800.00",0.59,,,,,,,,,,,,
,,2004 - 2005,,,,"13,000.00","6,500.00",0.5,,,,,,,,,,,,
,,2005 - 2006,,,,"16,400.00","9,900.00",0.6,,,,,,,,,,,,
,,2006 - 2007,,,,"17,400.00","4,000.00",0.23,,,,,,,,,,,,
,,2007 - 2008,,,,"19,400.00","9,800.00",0.51,,,,,,,,,,,,
,,2008 - 2009,,,,"16,800.00","7,500.00",0.45,,,,,,,,,,,,
,,2009 - 2010,,,,"17,200.00","3,400.00",0.2,,,,,,,,,,,,
,,2010 - 2011,,,,"11,900.00","5,700.00",0.48,100,100,1,,,,,,,,,
,,2011 - 2012,,,,"9,100.00","3,300.00",0.36,,,,,,,,,,,,
,,2012 - 2013,,,,"7,800.00","3,500.00",0.45,,,,,,,,,,,,
,,2013 - 2014,,,,"9,414.00","5,380.00",0.57,,,,,,,,,,,,
,,2014 - 2015,,,,"2,232.00",766,0.34,,,,,,,,,,,,
,,2015 - 2016,,,,862,314,0.36,,,,,,,,,,,,
,,2016 - 2017,,,,"6,980.00","3,188.00",0.46,,,,,,,,,,,,
,,2017 - 2018,,,,"10,369.00","4,345.00",0.42,6,4,0.67,,,,,,,,,
,,2018 - 2019,,,,"5,409.00","2,483.00",0.46,,,,,,,,,,,,
,,2019 - 2020,,,,"1,764.00",668,0.38,3,3,1,,,,,,,,,
,,2020 - 2021,,,,"2,719.00",403,0.15,,,,,,,,,,,,
,,2021 - 2022,,,,"6,957.00","2,896.00",0.42,4,5,1.25,,,,,,,,,
,,2022 - 2023,,,,"6,918.00","3,752.00",0.54,,,,,,,,,,,,
,26. Porbandar,2003 - 2004,,,,"1,100.00",700,0.64,,,,,,,,,,,,
,,2004 - 2005,,,,500,200,0.4,,,,,,,,,,,,
,,2005 - 2006,,,,800,500,0.63,,,,,,,,,,,,
,,2006 - 2007,,,,800,300,0.38,,,,,,,,,,,,
,,2007 - 2008,,,,600,300,0.5,,,,,,,,,,,,
,,2008 - 2009,,,,300,100,0.33,,,,,,,,,,,,
,,2009 - 2010,,,,200,100,0.5,,,,,,,,,,,,
,,2010 - 2011,,,,800,400,0.5,"2,700.00","1,400.00",0.52,,,,,,,,,
,,2011 - 2012,,,,"1,600.00",700,0.44,"5,800.00","2,400.00",0.41,,,,,,,,,
,,2012 - 2013,,,,"1,600.00",700,0.44,100,100,1,,,,,,,,,
,,2013 - 2014,,,,660,350,0.53,,,,,,,,,,,,
,,2014 - 2015,,,,325,320,0.98,"1,134.00",478,0.42,,,,,,,,,
,,2015 - 2016,,,,95,71,0.75,,,,,,,,,,,,
,,2016 - 2017,,,,635,443,0.7,400,573,1.43,,,,,,,,,
,,2017 - 2018,,,,700,603,0.86,140,158,1.13,,,,,,,,,
,,2018 - 2019,,,,75,25,0.33,,,,,,,,,,,,
,,2019 - 2020,,,,35,22,0.63,"4,570.00","4,775.00",1.04,,,,,,,,,
,,2020 - 2021,,,,50,21,0.42,"6,160.00","6,389.00",1.04,,,,,,,,,
,,2021 - 2022,,,,260,115,0.44,"10,875.00","15,771.00",1.45,,,,,,,,,
,,2022 - 2023,,,,25,15,0.6,"6,965.00","8,665.00",1.24,,,,,,,,,
,27. Rajkot,2000 - 2001,,,,"4,700.00","2,000.00",0.43,,,,,,,,,,,,
,,2001 - 2002,,,,"7,900.00","5,200.00",0.66,,,,,,,,,,,,
,,2002 - 2003,,,,"6,300.00",800,0.13,,,,,,,,,,,,
,,2003 - 2004,,,,"6,900.00","5,300.00",0.77,,,,,,,,,,,,
,,2004 - 2005,,,,"5,800.00","3,400.00",0.59,,,,,,,,,,,,
,,2005 - 2006,,,,"6,400.00","3,700.00",0.58,,,,,,,,,,,,
,,2006 - 2007,,,,"3,400.00","1,300.00",0.38,,,,,,,,,,,,
,,2007 - 2008,,,,"3,300.00","2,000.00",0.61,,,,,,,,,,,,
,,2008 - 2009,,,,"2,800.00","1,200.00",0.43,,,,,,,,,,,,
,,2009 - 2010,,,,"6,400.00","2,000.00",0.31,,,,,,,,,,,,
,,2010 - 2011,,,,"5,400.00","2,100.00",0.39,700,400,0.57,,,,,,,,,
,,2011 - 2012,,,,"4,700.00","2,800.00",0.6,600,300,0.5,,,,,,,,,
,,2012 - 2013,,,,800,100,0.13,100,100,1,,,,,,,,,
,,2013 - 2014,,,,"1,083.00",797,0.74,"2,262.00","1,248.00",0.55,,,,,,,,,
,,2014 - 2015,,,,"1,498.00",740,0.49,294,161,0.55,,,,,,,,,
,,2015 - 2016,,,,"1,197.00",605,0.51,122,77,0.63,,,,,,,,,
,,2016 - 2017,,,,"1,748.00",793,0.45,124,142,1.15,,,,,,,,,
,,2017 - 2018,,,,"1,260.00",716,0.57,178,252,1.42,,,,,,,,,
,,2018 - 2019,,,,"1,266.00",423,0.33,201,237,1.18,,,,,,,,,
,,2019 - 2020,,,,"1,317.00",846,0.64,"1,183.00","1,236.00",1.04,,,,,,,,,
,,2020 - 2021,,,,"1,469.00",605,0.41,"1,787.00","2,051.00",1.15,,,,,,,,,
,,2021 - 2022,,,,"1,978.00",878,0.44,"2,382.00","3,156.00",1.32,,,,,,,,,
,,2022 - 2023,,,,"1,941.00","1,137.00",0.59,"1,775.00","2,077.00",1.17,,,,,,,,,
,28. Sabar kantha,2000 - 2001,,,,"5,600.00","2,100.00",0.38,,,,,,,,,,,,
,,2001 - 2002,,,,"5,600.00","1,600.00",0.29,,,,,,,,,,,,
,,2002 - 2003,,,,"7,600.00","3,000.00",0.39,,,,,,,,,,,,
,,2003 - 2004,,,,"13,200.00","6,700.00",0.51,,,,,,,,,,,,
,,2004 - 2005,,,,"7,400.00","3,000.00",0.41,,,,,,,,,,,,
,,2005 - 2006,,,,"7,700.00","3,500.00",0.45,,,,,,,,,,,,
,,2006 - 2007,,,,"6,100.00","1,200.00",0.2,,,,,,,,,,,,
,,2007 - 2008,,,,"5,900.00","1,900.00",0.32,,,,,,,,,,,,
,,2008 - 2009,,,,"5,500.00","1,800.00",0.33,,,,,,,,,,,,
,,2009 - 2010,,,,"6,700.00","2,500.00",0.37,,,,,,,,,,,,
,,2010 - 2011,,,,"4,200.00","2,200.00",0.52,"12,000.00","7,100.00",0.59,,,,,,,,,
