state,district,year,sugarcane_whole_year_yield_tonne_per_hectare
,,2018 - 2019,1.29
,,2019 - 2020,1.29
,,2020 - 2021,1.29
,,2022 - 2023,1.29
,West khasi hills,2000 - 2001,2.0
,,2001 - 2002,2.0
,,2002 - 2003,2.0
,,2003 - 2004,2.0
,,2004 - 2005,2.0
,,2005 - 2006,2.0
,,2006 - 2007,2.0
,,2007 - 2008,2.0
,,2008 - 2009,2.0
,,2009 - 2010,2.6
,,2010 - 2011,2.17
,,2011 - 2012,2.29
,,2012 - 2013,2.63
,,2013 - 2014,2.67
,,2014 - 2015,2.8
,,2015 - 2016,2.82
,,2016 - 2017,2.82
,,2017 - 2018,2.82
,,2018 - 2019,2.82
,,2019 - 2020,2.82
,,2020 - 2021,2.82
Mizoram,Aizawl,2000 - 2001,3.21
,,2001 - 2002,4.72
,,2002 - 2003,3.94
,,2003 - 2004,25.02
,,2005 - 2006,50.0
,,2006 - 2007,3.75
,,2007 - 2008,1.64
,,2008 - 2009,3.84
,,2009 - 2010,3.2
,,2010 - 2011,1.83
,,2011 - 2012,2.05
,,2012 - 2013,2.11
,,2013 - 2014,2.09
,,2014 - 2015,35.0
,,2015 - 2016,36.31
,,2016 - 2017,36.52
,,2017 - 2018,36.54
,,2018 - 2019,37.65
,,2019 - 2020,30.5
,,2020 - 2021,30.8
,,2021 - 2022,32.53
,,2022 - 2023,24.57
,Champhai,2000 - 2001,2.0
,,2001 - 2002,1.52
,,2002 - 2003,1.38
,,2003 - 2004,25.0
,,2005 - 2006,14.48
,,2006 - 2007,15.64
,,2007 - 2008,22.33
,,2008 - 2009,21.0
,,2009 - 2010,20.57
,,2010 - 2011,16.23
,,2011 - 2012,13.64
,,2012 - 2013,13.64
,,2013 - 2014,12.63
,,2014 - 2015,13.2
,,2015 - 2016,27.77
,,2016 - 2017,15.08
,,2017 - 2018,4.98
,,2018 - 2019,6.98
,,2019 - 2020,32.34
,,2020 - 2021,32.15
,,2021 - 2022,14.49
,,2022 - 2023,40.0
,Hnahthial,2020 - 2021,5.45
,,2021 - 2022,14.62
,,2022 - 2023,4.39
,Khawzawl,2020 - 2021,13.85
,,2021 - 2022,15.0
,,2022 - 2023,15.0
,Kolasib,2000 - 2001,23.28
,,2001 - 2002,20.8
,,2002 - 2003,14.94
,,2003 - 2004,45.2
,,2005 - 2006,27.74
,,2006 - 2007,28.08
,,2007 - 2008,0.0
,,2008 - 2009,8.14
,,2009 - 2010,13.77
,,2010 - 2011,12.49
,,2011 - 2012,10.07
,,2012 - 2013,15.26
,,2013 - 2014,15.27
,,2014 - 2015,25.0
,,2015 - 2016,26.36
,,2016 - 2017,26.38
,,2017 - 2018,26.38
,,2018 - 2019,27.15
,,2019 - 2020,30.02
,,2020 - 2021,30.25
,,2021 - 2022,30.24
,,2022 - 2023,27.96
,Lawngtlai,2006 - 2007,1.0
,,2008 - 2009,0.63
,,2009 - 2010,10.0
,,2010 - 2011,9.47
,,2011 - 2012,12.86
,,2012 - 2013,12.8
,,2013 - 2014,11.8
,,2014 - 2015,20.0
,,2015 - 2016,34.92
,,2016 - 2017,35.0
,,2017 - 2018,34.92
,,2018 - 2019,33.5
,,2019 - 2020,31.88
,,2020 - 2021,31.92
,,2021 - 2022,26.62
,,2022 - 2023,32.45
,Lunglei,2000 - 2001,6.33
,,2001 - 2002,5.42
,,2002 - 2003,5.37
,,2003 - 2004,20.0
,,2005 - 2006,1.88
,,2006 - 2007,3.69
,,2007 - 2008,0.11
,,2008 - 2009,2.11
,,2009 - 2010,3.03
,,2010 - 2011,2.92
,,2011 - 2012,3.12
,,2012 - 2013,0.77
,,2013 - 2014,2.83
,,2014 - 2015,30.0
,,2015 - 2016,33.0
,,2016 - 2017,36.0
,,2017 - 2018,22.74
,,2018 - 2019,23.51
,,2019 - 2020,21.32
,,2020 - 2021,22.73
,,2021 - 2022,12.34
,,2022 - 2023,10.49
,Mamit,2003 - 2004,20.0
,,2005 - 2006,14.41
,,2006 - 2007,3.95
,,2007 - 2008,0.27
,,2008 - 2009,10.31
,,2009 - 2010,1.57
,,2010 - 2011,1.44
,,2011 - 2012,4.33
,,2012 - 2013,6.0
,,2013 - 2014,7.48
,,2014 - 2015,30.0
,,2015 - 2016,33.5
,,2016 - 2017,28.0
,,2017 - 2018,5.84
,,2018 - 2019,5.15
,,2019 - 2020,30.11
,,2020 - 2021,22.88
,,2021 - 2022,12.06
,,2022 - 2023,23.95
,Saiha,2003 - 2004,20.0
,,2005 - 2006,1.44
,,2006 - 2007,1.17
,,2007 - 2008,1.5
,,2008 - 2009,22.0
,,2009 - 2010,2.5
,,2010 - 2011,0.33
,,2011 - 2012,0.63
,,2012 - 2013,2.86
,,2013 - 2014,2.56
,,2014 - 2015,35.0
,,2015 - 2016,36.0
,,2016 - 2017,36.0
,,2017 - 2018,35.5
,,2018 - 2019,37.14
,,2020 - 2021,20.0
,,2021 - 2022,16.0
,Saitual,2020 - 2021,30.95
,,2021 - 2022,22.15
,,2022 - 2023,28.0
,Serchhip,2006 - 2007,1.33
,,2007 - 2008,6.24
,,2008 - 2009,21.0
,,2009 - 2010,12.75
,,2010 - 2011,0.07
,,2011 - 2012,0.06
,,2012 - 2013,0.09
,,2013 - 2014,0.09
,,2014 - 2015,35.0
,,2015 - 2016,35.0
,,2016 - 2017,35.0
,,2017 - 2018,35.0
,,2018 - 2019,35.4
,,2019 - 2020,35.83
,,2020 - 2021,35.83
,,2021 - 2022,35.54
,,2022 - 2023,35.54
Nagaland,Chumoukedima,2022 - 2023,43.78
,Dimapur,2000 - 2001,92.65
,,2001 - 2002,98.76
,,2002 - 2003,21.86
,,2003 - 2004,52.06
,,2004 - 2005,106.81
,,2005 - 2006,75.52
,,2006 - 2007,57.58
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,40.0
,,2022 - 2023,43.74
,Kiphire,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,19.82
,,2022 - 2023,42.28
,Kohima,2000 - 2001,23.25
,,2001 - 2002,25.76
,,2002 - 2003,51.05
,,2004 - 2005,14.12
,,2005 - 2006,31.18
,,2006 - 2007,51.0
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,10.0
,,2022 - 2023,43.46
,Longleng,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,10.0
,,2022 - 2023,43.25
,Mokokchung,2000 - 2001,33.14
,,2001 - 2002,34.17
,,2002 - 2003,71.18
,,2003 - 2004,42.6
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,27.4
,,2022 - 2023,43.66
,Mon,2000 - 2001,34.71
,,2001 - 2002,38.64
,,2002 - 2003,94.4
,,2003 - 2004,29.43
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,15.0
,,2022 - 2023,43.48
,Noklak,2022 - 2023,41.95
,Nuiland,2022 - 2023,43.83
,Peren,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,25.0
,,2022 - 2023,43.76
,Phek,2003 - 2004,6.15
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,24.0
,,2022 - 2023,43.43
,Shamator,2022 - 2023,43.58
,Tseminyu,2022 - 2023,43.56
,Tuensang,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,42.0
,,2022 - 2023,43.58
,Wokha,2000 - 2001,31.14
,,2001 - 2002,28.95
,,2002 - 2003,43.5
,,2003 - 2004,49.34
,,2004 - 2005,6.75
,,2005 - 2006,23.21
,,2006 - 2007,42.0
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,23.1
,,2022 - 2023,43.58
,Zunheboto,2000 - 2001,24.73
,,2001 - 2002,31.75
,,2002 - 2003,51.8
,,2003 - 2004,44.11
,,2004 - 2005,8.3
,,2005 - 2006,19.17
,,2006 - 2007,42.0
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,12.3
,,2022 - 2023,43.49
Odisha,Anugul,2000 - 2001,52.13
,,2001 - 2002,55.32
,,2002 - 2003,46.27
,,2003 - 2004,53.5
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Balangir,2000 - 2001,59.3
,,2001 - 2002,57.92
,,2002 - 2003,56.57
,,2003 - 2004,61.63
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Baleshwar,2000 - 2001,46.92
,,2001 - 2002,42.07
,,2002 - 2003,35.32
,,2003 - 2004,53.63
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,Bargarh,2000 - 2001,66.62
,,2001 - 2002,70.87
,,2002 - 2003,61.12
,,2003 - 2004,74.66
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Bhadrak,2000 - 2001,57.77
,,2001 - 2002,58.91
,,2002 - 2003,78.51
,,2003 - 2004,61.44
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Boudh,2000 - 2001,45.19
,,2001 - 2002,43.65
,,2002 - 2003,43.57
,,2003 - 2004,47.01
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Cuttack,2000 - 2001,50.81
,,2001 - 2002,51.93
,,2002 - 2003,47.36
,,2003 - 2004,45.28
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Deogarh,2000 - 2001,53.47
,,2001 - 2002,46.88
,,2002 - 2003,46.53
,,2003 - 2004,45.51
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2021 - 2022,
,,2022 - 2023,
,Dhenkanal,2000 - 2001,52.66
,,2001 - 2002,62.99
,,2002 - 2003,58.89
,,2003 - 2004,63.47
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Gajapati,2000 - 2001,60.11
,,2001 - 2002,65.82
,,2002 - 2003,56.4
,,2003 - 2004,54.87
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2021 - 2022,
,Ganjam,2000 - 2001,67.36
,,2001 - 2002,77.35
,,2002 - 2003,63.49
,,2003 - 2004,73.35
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jagatsinghapur,2000 - 2001,52.2
,,2001 - 2002,54.6
,,2002 - 2003,69.9
,,2003 - 2004,72.67
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jajapur,2000 - 2001,34.0
,,2001 - 2002,37.53
,,2002 - 2003,42.34
,,2003 - 2004,33.86
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jharsuguda,2000 - 2001,61.48
,,2001 - 2002,80.36
,,2002 - 2003,70.44
,,2003 - 2004,58.74
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kalahandi,2000 - 2001,44.12
,,2001 - 2002,47.74
,,2002 - 2003,51.66
,,2003 - 2004,49.78
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kandhamal,2001 - 2002,48.0
,,2003 - 2004,38.4
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2012 - 2013,
,Kendrapara,2000 - 2001,43.3
,,2001 - 2002,40.93
,,2002 - 2003,48.29
,,2003 - 2004,47.87
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kendujhar,2000 - 2001,45.67
,,2001 - 2002,48.93
,,2002 - 2003,33.38
,,2003 - 2004,52.08
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2021 - 2022,
,Khordha,2000 - 2001,39.76
,,2001 - 2002,51.35
,,2002 - 2003,41.56
,,2003 - 2004,49.08
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2021 - 2022,
,,2022 - 2023,
,Koraput,2000 - 2001,62.15
,,2001 - 2002,65.29
,,2002 - 2003,64.64
,,2003 - 2004,54.21
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Malkangiri,2000 - 2001,36.0
,,2007 - 2008,
,,2016 - 2017,
,Mayurbhanj,2000 - 2001,29.6
,,2001 - 2002,34.4
,,2002 - 2003,48.6
,,2003 - 2004,45.2
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,Nabarangpur,2000 - 2001,43.4
,,2001 - 2002,40.25
,,2002 - 2003,42.6
,,2003 - 2004,49.13
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Nayagarh,2000 - 2001,61.71
,,2001 - 2002,55.95
,,2002 - 2003,57.17
,,2003 - 2004,57.61
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Nuapada,2000 - 2001,40.72
,,2001 - 2002,46.35
,,2002 - 2003,35.03
,,2003 - 2004,42.4
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2013 - 2014,
,,2015 - 2016,
,,2016 - 2017,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Puri,2000 - 2001,36.18
,,2001 - 2002,36.04
,,2002 - 2003,51.38
,,2003 - 2004,66.71
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,Rayagada,2000 - 2001,49.8
,,2001 - 2002,41.94
,,2002 - 2003,39.78
,,2003 - 2004,40.9
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2017 - 2018,
,Sambalpur,2000 - 2001,57.11
,,2001 - 2002,50.35
,,2002 - 2003,48.53
,,2003 - 2004,61.29
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,Sonepur,2000 - 2001,60.41
,,2001 - 2002,51.84
,,2002 - 2003,50.79
,,2003 - 2004,66.69
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,Sundargarh,2000 - 2001,71.02
,,2001 - 2002,67.14
,,2002 - 2003,68.02
,,2003 - 2004,60.88
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
Puducherry,Karaikal,2000 - 2001,81.0
,,2001 - 2002,90.0
,,2002 - 2003,81.5
,,2003 - 2004,24.52
,,2004 - 2005,50.68
,,2005 - 2006,75.0
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,Pondicherry,2000 - 2001,81.34
,,2001 - 2002,93.28
,,2002 - 2003,90.0
,,2003 - 2004,85.45
,,2004 - 2005,76.64
,,2005 - 2006,143.26
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
Punjab,Amritsar,2000 - 2001,63.64
,,2001 - 2002,68.18
,,2002 - 2003,65.45
,,2003 - 2004,57.0
,,2004 - 2005,62.86
,,2005 - 2006,61.17
,,2009 - 2010,6.0
,,2011 - 2012,67.67
,,2012 - 2013,70.5
,,2013 - 2014,80.2
,,2014 - 2015,75.25
,,2015 - 2016,75.75
,,2016 - 2017,75.5
,,2017 - 2018,83.5
,,2018 - 2019,82.43
,,2019 - 2020,79.24
,,2020 - 2021,86.83
,,2021 - 2022,71.13
,,2022 - 2023,77.73
,Barnala,2013 - 2014,90.0
,,2014 - 2015,87.0
,,2015 - 2016,88.0
,,2016 - 2017,103.0
,,2017 - 2018,85.0
,,2018 - 2019,80.0
,,2019 - 2020,80.0
,,2020 - 2021,76.67
,,2021 - 2022,80.0
,,2022 - 2023,80.0
,Bathinda,2001 - 2002,70.0
,,2002 - 2003,60.0
,,2003 - 2004,50.0
,,2020 - 2021,80.0
,,2021 - 2022,80.0
,,2022 - 2023,80.0
,Faridkot,2000 - 2001,65.0
,,2001 - 2002,87.5
,,2002 - 2003,52.0
,,2003 - 2004,56.67
,,2004 - 2005,70.0
,,2005 - 2006,68.0
,Fatehgarh sahib,2000 - 2001,72.5
,,2001 - 2002,74.0
,,2002 - 2003,62.0
,,2003 - 2004,62.5
,,2004 - 2005,70.0
,,2005 - 2006,75.5
,,2009 - 2010,7.5
,,2011 - 2012,75.5
,,2012 - 2013,86.0
,,2013 - 2014,81.0
,,2014 - 2015,88.0
,,2015 - 2016,87.33
,,2016 - 2017,88.67
,,2017 - 2018,83.33
,,2018 - 2019,82.67
,,2019 - 2020,90.0
,,2020 - 2021,82.5
,,2021 - 2022,75.0
,,2022 - 2023,80.0
,Fazilka,2011 - 2012,73.0
,,2012 - 2013,82.0
,,2015 - 2016,89.0
,,2016 - 2017,90.0
,,2017 - 2018,73.5
,,2018 - 2019,71.0
,,2019 - 2020,81.88
,,2020 - 2021,83.85
,,2021 - 2022,80.0
,,2022 - 2023,71.82
,Firozepur,2000 - 2001,66.25
,,2001 - 2002,57.78
,,2002 - 2003,51.11
,,2003 - 2004,46.67
,,2004 - 2005,70.0
