state,district,year,onion_kharif_area_hectare,onion_kharif_production_tonne,onion_kharif_yield_tonne_per_hectare,onion_rabi_area_hectare,onion_rabi_production_tonne,onion_rabi_yield_tonne_per_hectare,onion_whole_year_area_hectare,onion_whole_year_production_tonne,onion_whole_year_yield_tonne_per_hectare,onion_summer_area_hectare,onion_summer_production_tonne,onion_summer_yield_tonne_per_hectare
,,2017 - 2018,,,,,,,,,,3.0,43.0,14.33
,,2018 - 2019,,,,3.0,46.0,15.33,,,,38.0,447.0,11.76
,,2019 - 2020,,,,4.0,57.0,14.25,,,,13.0,213.0,16.38
,,2020 - 2021,,,,6.0,90.0,15.0,,,,20.0,328.0,16.4
,,2021 - 2022,,,,,,,,,,18.0,288.0,16.0
,,2022 - 2023,,,,34.0,525.0,15.44,,,,8.0,134.0,16.75
,Budaun,2002 - 2003,,,,209.0,,10.32,,,,461.0,,11.18
,,2003 - 2004,,,,147.0,,14.35,,,,486.0,,10.18
,,2004 - 2005,,,,,,,523.0,,11.94,,,
,,2005 - 2006,,,,,,,,,12.9,,,
,,2006 - 2007,,,,71.0,,19.18,,,,366.0,,11.64
,,2007 - 2008,,,,108.0,,13.97,,,,305.0,,13.5
,,2008 - 2009,,,,107.0,,11.72,,,,,,
,,2009 - 2010,,,,32.0,550.0,17.19,,,,268.0,,13.89
,,2010 - 2011,,,,41.0,755.0,18.41,,,,,,
,,2011 - 2012,,,,36.0,823.0,22.86,,,,162.0,,10.83
,,2012 - 2013,,,,123.0,,23.0,,,,234.0,,10.88
,,2013 - 2014,,,,33.0,671.0,20.33,,,,123.0,,13.46
,,2014 - 2015,,,,34.0,520.0,15.29,,,,122.0,,15.12
,,2015 - 2016,,,,26.0,306.0,11.77,,,,204.0,,13.58
,,2016 - 2017,,,,51.0,710.0,13.92,,,,,,13.53
,,2017 - 2018,,,,137.0,,14.61,,,,135.0,,14.39
,,2018 - 2019,,,,43.0,666.0,15.49,,,,203.0,,11.78
,,2019 - 2020,,,,43.0,613.0,14.26,,,,,,
,,2020 - 2021,,,,56.0,840.0,15.0,,,,159.0,,16.42
,,2021 - 2022,,,,43.0,698.0,16.23,,,,192.0,,16.03
,,2022 - 2023,,,,158.0,,15.44,,,,82.0,,16.73
,Bulandshahr,2002 - 2003,,,,52.0,537.0,10.33,,,,209.0,,11.18
,,2003 - 2004,,,,136.0,,14.35,,,,189.0,,9.87
,,2004 - 2005,,,,,,,248.0,,11.55,,,
,,2005 - 2006,,,,,,,704.0,,12.84,,,
,,2006 - 2007,,,,79.0,,19.18,,,,205.0,,11.64
,,2007 - 2008,,,,114.0,,13.97,,,,337.0,,13.5
,,2008 - 2009,,,,263.0,,11.72,,,,,,
,,2009 - 2010,,,,171.0,,17.18,,,,182.0,,13.89
,,2010 - 2011,,,,289.0,,18.41,,,,,,
,,2011 - 2012,,,,295.0,,22.87,,,,135.0,,10.84
,,2012 - 2013,,,,51.0,,23.0,,,,171.0,,10.88
,,2013 - 2014,,,,38.0,773.0,20.34,,,,87.0,,12.76
,,2014 - 2015,,,,62.0,949.0,15.31,,,,143.0,,15.12
,,2015 - 2016,,,,133.0,,11.77,,,,259.0,,13.58
,,2016 - 2017,,,,15.0,209.0,13.93,,,,104.0,,13.53
,,2017 - 2018,,,,104.0,,14.61,,,,90.0,,14.39
,,2018 - 2019,,,,222.0,,15.48,,,,122.0,,11.78
,,2019 - 2020,,,,75.0,,14.25,,,,85.0,,16.38
,,2020 - 2021,,,,26.0,390.0,15.0,,,,96.0,,16.42
,,2021 - 2022,,,,68.0,,16.22,,,,117.0,,16.03
,,2022 - 2023,,,,126.0,,15.44,,,,141.0,,16.74
,Chandauli,2002 - 2003,,,,87.0,898.0,10.32,,,,27.0,302.0,11.19
,,2003 - 2004,,,,71.0,,14.35,,,,18.0,148.0,8.22
,,2004 - 2005,,,,,,,97.0,,10.45,,,
,,2005 - 2006,,,,,,,67.0,857.0,12.79,,,
,,2006 - 2007,,,,30.0,576.0,19.2,,,,17.0,198.0,11.65
,,2007 - 2008,,,,285.0,,13.97,,,,16.0,194.0,12.13
,,2008 - 2009,,,,85.0,996.0,11.72,,,,,,
,,2009 - 2010,,,,91.0,,18.3,,,,16.0,311.0,19.44
,,2010 - 2011,,,,175.0,,18.41,,,,,,
,,2011 - 2012,,,,226.0,,22.88,,,,27.0,440.0,16.3
,,2012 - 2013,,,,217.0,,23.0,,,,27.0,356.0,13.19
,,2013 - 2014,,,,255.0,,20.34,,,,41.0,668.0,16.29
,,2014 - 2015,,,,186.0,,15.3,,,,45.0,933.0,20.73
,,2015 - 2016,,,,181.0,,11.77,,,,48.0,472.0,9.83
,,2016 - 2017,,,,153.0,,13.93,,,,41.0,593.0,14.46
,,2017 - 2018,,,,150.0,,12.58,,,,44.0,786.0,17.86
,,2018 - 2019,,,,155.0,,28.51,,,,37.0,605.0,16.35
,,2019 - 2020,,,,226.0,,20.96,,,,43.0,724.0,16.84
,,2020 - 2021,,,,181.0,,21.94,,,,37.0,767.0,20.73
,,2021 - 2022,,,,259.0,,19.49,,,,46.0,806.0,17.52
,,2022 - 2023,,,,302.0,,15.45,,,,2.0,39.0,19.5
,Chitrakoot,2002 - 2003,,,,104.0,,10.32,,,,,,
,,2003 - 2004,,,,101.0,,14.36,,,,,,
,,2004 - 2005,,,,,,,102.0,,10.23,,,
,,2005 - 2006,,,,,,,111.0,,12.77,,,
,,2006 - 2007,,,,113.0,,19.18,,,,,,
,,2007 - 2008,,,,161.0,,13.98,,,,2.0,27.0,13.5
,,2008 - 2009,,,,92.0,,11.72,,,,,,
,,2009 - 2010,,,,133.0,,17.17,,,,12.0,167.0,13.92
,,2010 - 2011,,,,100.0,,18.4,,,,,,
,,2011 - 2012,,,,135.0,,22.87,,,,8.0,87.0,10.88
,,2012 - 2013,,,,94.0,,23.0,,,,10.0,109.0,10.9
,,2013 - 2014,,,,105.0,,20.34,,,,12.0,161.0,13.42
,,2014 - 2015,,,,127.0,,15.3,,,,9.0,136.0,15.11
,,2015 - 2016,,,,172.0,,11.77,,,,,,
,,2016 - 2017,,,,108.0,,13.93,,,,5.0,67.0,13.4
,,2017 - 2018,,,,43.0,628.0,14.6,,,,24.0,345.0,14.38
,,2018 - 2019,,,,138.0,,15.48,,,,24.0,283.0,11.79
,,2019 - 2020,,,,132.0,,14.26,,,,24.0,393.0,16.38
,,2020 - 2021,,,,146.0,,14.99,,,,12.0,197.0,16.42
,,2021 - 2022,,,,111.0,,16.23,,,,15.0,240.0,16.0
,,2022 - 2023,,,,120.0,,15.44,,,,1.0,17.0,17.0
,Deoria,2002 - 2003,,,,6.0,62.0,10.33,,,,269.0,,11.18
,,2003 - 2004,,,,24.0,344.0,14.33,,,,226.0,,10.18
,,2004 - 2005,,,,,,,189.0,,12.07,,,
,,2005 - 2006,,,,,,,95.0,,12.85,,,
,,2006 - 2007,,,,5.0,96.0,19.2,,,,81.0,943.0,11.64
,,2007 - 2008,,,,23.0,321.0,13.96,,,,183.0,,13.5
,,2008 - 2009,,,,33.0,387.0,11.73,,,,,,
,,2009 - 2010,,,,34.0,584.0,17.18,,,,39.0,542.0,13.9
,,2010 - 2011,,,,29.0,534.0,18.41,,,,,,
,,2011 - 2012,,,,23.0,526.0,22.87,,,,109.0,,10.83
,,2012 - 2013,,,,18.0,414.0,23.0,,,,135.0,,10.88
,,2013 - 2014,,,,29.0,590.0,20.34,,,,168.0,,13.46
,,2014 - 2015,,,,16.0,245.0,15.31,,,,163.0,,8.37
,,2015 - 2016,,,,12.0,141.0,11.75,,,,129.0,,13.58
,,2016 - 2017,,,,49.0,682.0,13.92,,,,161.0,,13.53
,,2017 - 2018,,,,25.0,365.0,14.6,,,,173.0,,14.39
,,2018 - 2019,,,,76.0,,15.47,,,,353.0,,11.78
,,2019 - 2020,,,,33.0,471.0,14.27,,,,163.0,,16.37
,,2020 - 2021,,,,24.0,360.0,15.0,,,,150.0,,16.42
,,2021 - 2022,,,,33.0,535.0,16.21,,,,198.0,,16.03
,,2022 - 2023,,,,200.0,,15.45,,,,107.0,,16.74
,Etah,2002 - 2003,,,,181.0,,10.32,,,,173.0,,11.18
,,2003 - 2004,,,,118.0,,14.36,,,,201.0,,9.87
,,2004 - 2005,,,,,,,294.0,,11.52,,,
,,2005 - 2006,,,,,,,298.0,,12.88,,,
,,2006 - 2007,,,,93.0,,19.18,,,,162.0,,11.64
,,2007 - 2008,,,,343.0,,13.97,,,,155.0,,16.45
,,2008 - 2009,,,,141.0,,11.72,,,,,,
,,2009 - 2010,,,,164.0,,17.18,,,,106.0,,13.9
,,2010 - 2011,,,,100.0,,18.41,,,,,,
,,2011 - 2012,,,,134.0,,22.87,,,,104.0,,10.84
,,2012 - 2013,,,,145.0,,23.0,,,,106.0,,10.88
,,2013 - 2014,,,,101.0,,20.34,,,,157.0,,13.46
,,2014 - 2015,,,,67.0,,15.3,,,,82.0,,15.12
,,2015 - 2016,,,,137.0,,11.77,,,,108.0,,13.57
,,2016 - 2017,,,,45.0,627.0,13.93,,,,108.0,,13.53
,,2017 - 2018,,,,249.0,,14.61,,,,76.0,,14.38
,,2018 - 2019,,,,36.0,557.0,15.47,,,,89.0,,11.78
,,2019 - 2020,,,,162.0,,14.26,,,,101.0,,16.38
,,2020 - 2021,,,,83.0,,14.99,,,,110.0,,16.42
,,2021 - 2022,,,,123.0,,16.23,,,,102.0,,16.02
,,2022 - 2023,,,,263.0,,15.44,,,,257.0,,16.74
,Etawah,2002 - 2003,,,,28.0,289.0,10.32,,,,69.0,771.0,11.17
,,2003 - 2004,,,,27.0,388.0,14.37,,,,79.0,804.0,10.18
,,2004 - 2005,,,,,,,79.0,929.0,11.76,,,
,,2005 - 2006,,,,,,,125.0,,12.86,,,
,,2006 - 2007,,,,21.0,403.0,19.19,,,,43.0,501.0,11.65
,,2007 - 2008,,,,19.0,265.0,13.95,,,,40.0,454.0,11.35
,,2008 - 2009,,,,16.0,188.0,11.75,,,,,,
,,2009 - 2010,,,,52.0,893.0,17.17,,,,23.0,339.0,14.74
,,2010 - 2011,,,,34.0,626.0,18.41,,,,,,
,,2011 - 2012,,,,70.0,,22.87,,,,62.0,703.0,11.34
,,2012 - 2013,,,,22.0,506.0,23.0,,,,25.0,285.0,11.4
,,2013 - 2014,,,,34.0,692.0,20.35,,,,33.0,422.0,12.79
,,2014 - 2015,,,,20.0,306.0,15.3,,,,33.0,473.0,14.33
,,2015 - 2016,,,,38.0,447.0,11.76,,,,68.0,,16.74
,,2016 - 2017,,,,41.0,571.0,13.93,,,,38.0,573.0,15.08
,,2017 - 2018,,,,20.0,301.0,15.05,,,,27.0,304.0,11.26
,,2018 - 2019,,,,33.0,511.0,15.48,,,,25.0,264.0,10.56
,,2019 - 2020,,,,36.0,400.0,11.11,,,,27.0,405.0,15.0
,,2020 - 2021,,,,21.0,267.0,12.71,,,,48.0,691.0,14.4
,,2021 - 2022,,,,31.0,503.0,16.23,,,,45.0,711.0,15.8
,,2022 - 2023,,,,68.0,,16.12,,,,40.0,621.0,15.53
,Faizabad,2002 - 2003,,,,59.0,609.0,10.32,,,,246.0,,11.18
,,2003 - 2004,,,,55.0,789.0,14.35,,,,97.0,988.0,10.19
,,2004 - 2005,,,,,,,195.0,,11.61,,,
,,2005 - 2006,,,,,,,175.0,,12.87,,,
,,2006 - 2007,,,,81.0,,19.19,,,,130.0,,11.65
,,2007 - 2008,,,,198.0,,13.97,,,,130.0,,19.15
,,2008 - 2009,,,,109.0,,11.72,,,,,,
,,2009 - 2010,,,,193.0,,17.18,,,,201.0,,14.05
,,2010 - 2011,,,,87.0,,18.4,,,,,,
,,2011 - 2012,,,,128.0,,22.88,,,,166.0,,6.23
,,2012 - 2013,,,,123.0,,23.0,,,,175.0,,8.21
,,2013 - 2014,,,,185.0,,20.34,,,,152.0,,12.43
,,2014 - 2015,,,,128.0,,15.3,,,,82.0,714.0,8.71
,,2015 - 2016,,,,154.0,,11.77,,,,258.0,,12.86
,,2016 - 2017,,,,161.0,,13.93,,,,150.0,,12.85
,,2017 - 2018,,,,154.0,,14.6,,,,147.0,,12.65
,,2018 - 2019,,,,175.0,,15.48,,,,161.0,,7.25
,,2019 - 2020,,,,157.0,,14.26,,,,151.0,,12.05
,,2020 - 2021,,,,139.0,,14.99,,,,153.0,,13.76
,,2021 - 2022,,,,138.0,,16.22,,,,180.0,,15.63
,,2022 - 2023,,,,342.0,,15.44,,,,145.0,,18.99
,Farrukhabad,2002 - 2003,,,,269.0,,10.32,,,,428.0,,11.18
,,2003 - 2004,,,,298.0,,14.35,,,,448.0,,10.18
,,2004 - 2005,,,,,,,504.0,,11.42,,,
,,2005 - 2006,,,,,,,649.0,,12.92,,,
,,2006 - 2007,,,,250.0,,19.18,,,,330.0,,11.65
,,2007 - 2008,,,,179.0,,13.97,,,,385.0,,11.34
,,2008 - 2009,,,,275.0,,11.72,,,,,,
,,2009 - 2010,,,,259.0,,17.17,,,,493.0,,14.31
,,2010 - 2011,,,,279.0,,18.41,,,,,,
,,2011 - 2012,,,,310.0,,22.87,,,,490.0,,14.17
,,2012 - 2013,,,,285.0,,23.0,,,,398.0,,14.38
,,2013 - 2014,,,,572.0,,20.34,,,,571.0,,13.41
,,2014 - 2015,,,,322.0,,15.3,,,,365.0,,11.91
,,2015 - 2016,,,,265.0,,11.77,,,,428.0,,12.21
,,2016 - 2017,,,,259.0,,13.93,,,,683.0,,11.84
,,2017 - 2018,,,,329.0,,15.03,,,,553.0,,9.32
,,2018 - 2019,,,,282.0,,15.48,,,,569.0,,9.2
,,2019 - 2020,,,,291.0,,11.1,,,,713.0,,13.38
,,2020 - 2021,,,,256.0,,12.73,,,,642.0,,16.74
,,2021 - 2022,,,,321.0,,16.22,,,,864.0,,15.8
,,2022 - 2023,,,,,,16.11,,,,298.0,,15.54
,Fatehpur,2002 - 2003,,,,,,10.32,,,,39.0,436.0,11.18
,,2003 - 2004,,,,,,14.35,,,,47.0,464.0,9.87
,,2004 - 2005,,,,,,,917.0,,10.3,,,
,,2005 - 2006,,,,,,,,,12.79,,,
,,2006 - 2007,,,,933.0,,19.18,,,,95.0,,11.64
,,2007 - 2008,,,,949.0,,13.97,,,,47.0,634.0,13.49
,,2008 - 2009,,,,881.0,,11.72,,,,,,
,,2009 - 2010,,,,,,18.71,,,,109.0,,13.89
,,2010 - 2011,,,,,,18.41,,,,,,
,,2011 - 2012,,,,,,22.88,,,,108.0,,10.83
,,2012 - 2013,,,,,,23.0,,,,76.0,827.0,10.88
,,2013 - 2014,,,,,,20.34,,,,30.0,404.0,13.47
,,2014 - 2015,,,,925.0,,15.3,,,,47.0,711.0,15.13
,,2015 - 2016,,,,,,11.77,,,,50.0,679.0,13.58
,,2016 - 2017,,,,,,13.93,,,,25.0,338.0,13.52
,,2017 - 2018,,,,,,15.22,,,,47.0,676.0,14.38
,,2018 - 2019,,,,,,13.04,,,,45.0,530.0,11.78
,,2019 - 2020,,,,,,11.54,,,,53.0,867.0,16.36
,,2020 - 2021,,,,,,11.51,,,,40.0,657.0,16.43
,,2021 - 2022,,,,,,13.43,,,,45.0,721.0,16.02
,,2022 - 2023,,,,,,13.2,,,,44.0,712.0,16.18
,Firozabad,2002 - 2003,,,,59.0,609.0,10.32,,,,76.0,850.0,11.18
,,2003 - 2004,,,,219.0,,14.35,,,,140.0,,9.87
,,2004 - 2005,,,,,,,171.0,,11.48,,,
,,2005 - 2006,,,,,,,704.0,,12.79,,,
,,2006 - 2007,,,,64.0,,19.19,,,,96.0,,11.65
,,2007 - 2008,,,,111.0,,13.97,,,,29.0,477.0,16.45
,,2008 - 2009,,,,76.0,891.0,11.72,,,,,,
,,2009 - 2010,,,,29.0,498.0,17.17,,,,119.0,,13.98
,,2010 - 2011,,,,98.0,,18.41,,,,,,
,,2011 - 2012,,,,43.0,984.0,22.88,,,,177.0,,11.68
,,2012 - 2013,,,,52.0,,23.0,,,,96.0,911.0,9.49
,,2013 - 2014,,,,87.0,,20.33,,,,123.0,,12.12
,,2014 - 2015,,,,13.0,199.0,15.31,,,,121.0,,16.15
,,2015 - 2016,,,,71.0,835.0,11.76,,,,116.0,,14.59
,,2016 - 2017,,,,85.0,,13.93,,,,106.0,,11.61
,,2017 - 2018,,,,72.0,,14.61,,,,121.0,,18.08
,,2018 - 2019,,,,91.0,,15.47,,,,123.0,,17.07
,,2019 - 2020,,,,53.0,756.0,14.26,,,,144.0,,20.46
,,2020 - 2021,,,,55.0,825.0,15.0,,,,105.0,,16.84
,,2021 - 2022,,,,60.0,973.0,16.22,,,,144.0,,16.02
,,2022 - 2023,,,,214.0,,15.44,,,,66.0,,16.55
,Gautam buddha nagar,2002 - 2003,,,,40.0,413.0,10.33,,,,39.0,436.0,11.18
,,2003 - 2004,,,,19.0,273.0,14.37,,,,20.0,197.0,9.85
,,2004 - 2005,,,,,,,19.0,201.0,10.58,,,
,,2006 - 2007,,,,8.0,154.0,19.25,,,,3.0,35.0,11.67
,,2007 - 2008,,,,7.0,98.0,14.0,,,,26.0,351.0,13.5
,,2008 - 2009,,,,6.0,70.0,11.67,,,,,,
,,2009 - 2010,,,,14.0,240.0,17.14,,,,,,
,,2010 - 2011,,,,14.0,258.0,18.43,,,,,,
,,2011 - 2012,,,,65.0,,22.88,,,,11.0,119.0,10.82
,,2012 - 2013,,,,12.0,276.0,23.0,,,,8.0,87.0,10.88
,,2013 - 2014,,,,12.0,244.0,20.33,,,,4.0,51.0,12.75
,,2014 - 2015,,,,,,,,,,4.0,61.0,15.25
,,2016 - 2017,,,,12.0,167.0,13.92,,,,,,
,,2017 - 2018,,,,12.0,175.0,14.58,,,,4.0,58.0,14.5
,,2018 - 2019,,,,12.0,186.0,15.5,,,,4.0,47.0,11.75
,,2019 - 2020,,,,3.0,43.0,14.33,,,,,,
,,2020 - 2021,,,,12.0,180.0,15.0,,,,4.0,66.0,16.5
,,2021 - 2022,,,,12.0,195.0,16.25,,,,5.0,80.0,16.0
,,2022 - 2023,,,,15.0,232.0,15.47,,,,,,
,Ghaziabad,2002 - 2003,,,,10.0,103.0,10.3,,,,28.0,313.0,11.18
,,2003 - 2004,,,,6.0,86.0,14.33,,,,30.0,296.0,9.87
,,2004 - 2005,,,,,,,32.0,372.0,11.63,,,
,,2005 - 2006,,,,,,,30.0,388.0,12.93,,,
,,2006 - 2007,,,,16.0,307.0,19.19,,,,39.0,454.0,11.64
,,2007 - 2008,,,,11.0,154.0,14.0,,,,20.0,270.0,13.5
,,2008 - 2009,,,,15.0,176.0,11.73,,,,,,
,,2009 - 2010,,,,4.0,68.0,17.0,,,,15.0,208.0,13.87
,,2010 - 2011,,,,6.0,110.0,18.33,,,,,,
,,2011 - 2012,,,,14.0,320.0,22.86,,,,41.0,444.0,10.83
,,2013 - 2014,,,,10.0,203.0,20.3,,,,5.0,64.0,12.8
,,2014 - 2015,,,,1.0,15.0,15.0,,,,3.0,45.0,15.0
,,2015 - 2016,,,,5.0,59.0,11.8,,,,3.0,41.0,13.67
,,2016 - 2017,,,,10.0,139.0,13.9,,,,,,
,,2017 - 2018,,,,10.0,146.0,14.6,,,,,,
,,2018 - 2019,,,,10.0,155.0,15.5,,,,5.0,59.0,11.8
,,2019 - 2020,,,,10.0,143.0,14.3,,,,,,
,,2020 - 2021,,,,10.0,150.0,15.0,,,,5.0,82.0,16.4
,,2021 - 2022,,,,10.0,162.0,16.2,,,,,,
,,2022 - 2023,,,,14.0,216.0,15.43,,,,1.0,17.0,17.0
,Ghazipur,2002 - 2003,,,,560.0,,10.32,,,,438.0,,11.18
,,2003 - 2004,,,,534.0,,14.35,,,,410.0,,8.22
,,2004 - 2005,,,,,,,851.0,,11.2,,,
,,2005 - 2006,,,,,,,,,12.84,,,
,,2006 - 2007,,,,414.0,,19.18,,,,427.0,,11.64
,,2007 - 2008,,,,453.0,,13.97,,,,610.0,,12.66
,,2008 - 2009,,,,395.0,,11.72,,,,,,
,,2009 - 2010,,,,434.0,,18.3,,,,455.0,,15.03
,,2010 - 2011,,,,477.0,,18.41,,,,,,
,,2011 - 2012,,,,551.0,,22.87,,,,446.0,,16.37
,,2012 - 2013,,,,512.0,,23.0,,,,354.0,,14.87
,,2013 - 2014,,,,715.0,,20.34,,,,342.0,,21.47
,,2014 - 2015,,,,603.0,,15.3,,,,390.0,,17.52
,,2015 - 2016,,,,384.0,,11.77,,,,426.0,,8.81
,,2016 - 2017,,,,411.0,,13.93,,,,337.0,,11.47
,,2017 - 2018,,,,505.0,,12.58,,,,147.0,,16.64
,,2018 - 2019,,,,459.0,,28.51,,,,331.0,,13.85
,,2019 - 2020,,,,448.0,,20.96,,,,349.0,,19.46
,,2020 - 2021,,,,584.0,,21.94,,,,321.0,,20.32
,,2021 - 2022,,,,548.0,,19.49,,,,386.0,,20.03
,,2022 - 2023,,,,,,15.45,,,,184.0,,21.17
,Gonda,2002 - 2003,,,,143.0,,10.32,,,,227.0,,11.18
,,2003 - 2004,,,,170.0,,14.35,,,,254.0,,9.87
,,2004 - 2005,,,,,,,404.0,,11.5,,,
,,2005 - 2006,,,,,,,473.0,,12.86,,,
,,2006 - 2007,,,,137.0,,19.18,,,,,,11.65
,,2007 - 2008,,,,157.0,,13.97,,,,218.0,,19.15
,,2008 - 2009,,,,131.0,,11.73,,,,,,
,,2009 - 2010,,,,198.0,,17.17,,,,488.0,,15.37
,,2010 - 2011,,,,173.0,,18.41,,,,,,
,,2011 - 2012,,,,176.0,,22.88,,,,581.0,,9.16
,,2012 - 2013,,,,195.0,,23.01,,,,570.0,,11.69
,,2013 - 2014,,,,181.0,,20.34,,,,681.0,,13.46
,,2014 - 2015,,,,169.0,,15.3,,,,767.0,,18.96
,,2015 - 2016,,,,107.0,,11.77,,,,513.0,,15.01
,,2016 - 2017,,,,174.0,,13.93,,,,658.0,,17.5
,,2017 - 2018,,,,214.0,,14.61,,,,,,16.45
,,2018 - 2019,,,,198.0,,15.48,,,,657.0,,10.68
,,2019 - 2020,,,,193.0,,14.26,,,,655.0,,22.12
,,2020 - 2021,,,,187.0,,14.99,,,,696.0,,23.82
,,2021 - 2022,,,,187.0,,16.22,,,,847.0,,15.55
,,2022 - 2023,,,,877.0,,15.44,,,,555.0,,22.15
,Gorakhpur,2002 - 2003,,,,68.0,702.0,10.32,,,,145.0,,11.18
,,2003 - 2004,,,,65.0,933.0,14.35,,,,140.0,,10.19
,,2004 - 2005,,,,,,,179.0,,11.65,,,
,,2005 - 2006,,,,,,,242.0,,12.87,,,
,,2006 - 2007,,,,52.0,998.0,19.19,,,,119.0,,11.65
,,2007 - 2008,,,,39.0,545.0,13.97,,,,106.0,,13.5
,,2008 - 2009,,,,44.0,516.0,11.73,,,,,,
,,2009 - 2010,,,,41.0,704.0,17.17,,,,129.0,,13.89
,,2010 - 2011,,,,83.0,,18.41,,,,,,
,,2011 - 2012,,,,43.0,984.0,22.88,,,,138.0,,10.83
,,2012 - 2013,,,,47.0,,23.0,,,,120.0,,10.88
,,2013 - 2014,,,,39.0,793.0,20.33,,,,165.0,,13.45
,,2014 - 2015,,,,32.0,490.0,15.31,,,,139.0,,8.37
,,2015 - 2016,,,,14.0,165.0,11.79,,,,106.0,,13.58
,,2016 - 2017,,,,36.0,501.0,13.92,,,,51.0,690.0,13.53
,,2017 - 2018,,,,66.0,964.0,14.61,,,,125.0,,14.38
,,2018 - 2019,,,,50.0,774.0,15.48,,,,102.0,,11.77
,,2019 - 2020,,,,100.0,,14.26,,,,149.0,,16.37
,,2020 - 2021,,,,30.0,450.0,15.0,,,,161.0,,16.42
,,2021 - 2022,,,,46.0,746.0,16.22,,,,169.0,,16.02
,,2022 - 2023,,,,208.0,,15.45,,,,53.0,887.0,16.74
,Hamirpur,2002 - 2003,,,,59.0,609.0,10.32,,,,20.0,224.0,11.2
,,2003 - 2004,,,,40.0,574.0,14.35,,,,24.0,237.0,9.88
,,2004 - 2005,,,,,,,107.0,,10.78,,,
,,2005 - 2006,,,,,,,151.0,,12.85,,,
,,2006 - 2007,,,,31.0,595.0,19.19,,,,29.0,338.0,11.66
,,2007 - 2008,,,,83.0,,13.98,,,,10.0,135.0,13.5
,,2008 - 2009,,,,88.0,,11.73,,,,,,
,,2009 - 2010,,,,126.0,,17.17,,,,23.0,320.0,13.91
,,2010 - 2011,,,,164.0,,18.41,,,,,,
,,2011 - 2012,,,,318.0,,22.87,,,,26.0,282.0,10.85
,,2012 - 2013,,,,112.0,,23.0,,,,16.0,174.0,10.88
,,2013 - 2014,,,,74.0,,20.34,,,,43.0,579.0,13.47
,,2014 - 2015,,,,77.0,,15.3,,,,23.0,348.0,15.13
,,2015 - 2016,,,,72.0,847.0,11.76,,,,12.0,163.0,13.58
,,2016 - 2017,,,,80.0,,13.93,,,,22.0,298.0,13.55
,,2017 - 2018,,,,60.0,876.0,14.6,,,,11.0,158.0,14.36
,,2018 - 2019,,,,135.0,,15.48,,,,47.0,554.0,11.79
,,2019 - 2020,,,,81.0,,14.26,,,,41.0,671.0,16.37
,,2020 - 2021,,,,78.0,,15.0,,,,24.0,394.0,16.42
,,2021 - 2022,,,,74.0,,16.23,,,,29.0,465.0,16.03
,,2022 - 2023,,,,120.0,,15.44,,,,11.0,184.0,16.73
,Hapur,2012 - 2013,,,,5.0,115.0,23.0,,,,,,
,,2013 - 2014,,,,2.0,41.0,20.5,,,,7.0,89.0,12.71
,,2014 - 2015,,,,,,,,,,13.0,197.0,15.15
,,2015 - 2016,,,,3.0,35.0,11.67,,,,117.0,,13.58
,,2016 - 2017,,,,2.0,28.0,14.0,,,,,,
,,2017 - 2018,,,,8.0,117.0,14.63,,,,6.0,86.0,14.33
,,2018 - 2019,,,,8.0,124.0,15.5,,,,6.0,71.0,11.83
,,2019 - 2020,,,,2.0,28.0,14.0,,,,5.0,82.0,16.4
,,2020 - 2021,,,,7.0,105.0,15.0,,,,9.0,148.0,16.44
,,2021 - 2022,,,,6.0,97.0,16.17,,,,,,16.02
,,2022 - 2023,,,,8.0,124.0,15.5,,,,,,
,Hardoi,2002 - 2003,,,,269.0,,10.32,,,,357.0,,11.18
,,2003 - 2004,,,,209.0,,14.35,,,,552.0,,10.18
,,2004 - 2005,,,,,,,621.0,,11.37,,,
,,2005 - 2006,,,,,,,776.0,,12.89,,,
,,2006 - 2007,,,,273.0,,19.18,,,,311.0,,11.65
,,2007 - 2008,,,,369.0,,13.97,,,,298.0,,13.02
,,2008 - 2009,,,,243.0,,11.72,,,,,,
,,2009 - 2010,,,,189.0,,12.95,,,,492.0,,10.03
,,2010 - 2011,,,,211.0,,18.41,,,,,,
,,2011 - 2012,,,,164.0,,22.87,,,,403.0,,11.41
,,2012 - 2013,,,,124.0,,23.0,,,,164.0,,11.36
,,2013 - 2014,,,,332.0,,20.34,,,,303.0,,13.46
,,2014 - 2015,,,,327.0,,15.3,,,,282.0,,9.81
,,2015 - 2016,,,,183.0,,11.77,,,,243.0,,10.47
,,2016 - 2017,,,,223.0,,13.93,,,,349.0,,8.85
,,2017 - 2018,,,,148.0,,13.46,,,,357.0,,11.03
,,2018 - 2019,,,,188.0,,15.35,,,,318.0,,17.37
,,2019 - 2020,,,,129.0,,15.3,,,,305.0,,14.39
,,2020 - 2021,,,,283.0,,14.99,,,,311.0,,12.24
,,2021 - 2022,,,,327.0,,16.22,,,,379.0,,16.55
,,2022 - 2023,,,,646.0,,15.44,,,,227.0,,15.33
,Hathras,2002 - 2003,,,,37.0,382.0,10.32,,,,14.0,157.0,11.21
,,2003 - 2004,,,,30.0,430.0,14.33,,,,14.0,138.0,9.86
,,2004 - 2005,,,,,,,38.0,434.0,11.42,,,
,,2005 - 2006,,,,,,,42.0,539.0,12.83,,,
,,2006 - 2007,,,,13.0,249.0,19.15,,,,2.0,23.0,11.5
