state,district,year,sesamum_summer_area_hectare,sesamum_summer_production_tonne,sesamum_summer_yield_tonne_per_hectare,sesamum_rabi_area_hectare,sesamum_rabi_production_tonne,sesamum_rabi_yield_tonne_per_hectare,sesamum_kharif_area_hectare,sesamum_kharif_production_tonne,sesamum_kharif_yield_tonne_per_hectare,sesamum_winter_area_hectare,sesamum_winter_production_tonne,sesamum_winter_yield_tonne_per_hectare,sesamum_whole_year_area_hectare,sesamum_whole_year_production_tonne,sesamum_whole_year_yield_tonne_per_hectare,sesamum_autumn_area_hectare,sesamum_autumn_production_tonne,sesamum_autumn_yield_tonne_per_hectare
,,2012 - 2013,,,,,,,,464.0,0.18,,,,,,,,,
,,2013 - 2014,,,,,,,,624.0,0.2,,,,,,,,,
,,2014 - 2015,,,,,,,,647.0,0.2,,,,,,,,,
,,2015 - 2016,,,,,,,,,0.58,,,,,,,,,
,,2016 - 2017,,,,,,,,,0.63,,,,,,,,,
,,2017 - 2018,,,,,,,,,0.42,,,,,,,,,
,,2018 - 2019,,,,,,,,781.0,0.27,,,,,,,,,
,,2019 - 2020,,,,,,,,,0.34,,,,,,,,,
,,2020 - 2021,,,,,,,,,0.41,,,,,,,,,
,,2021 - 2022,,,,,,,,,0.37,,,,,,,,,
,,2022 - 2023,,,,,,,,,0.39,,,,,,,,,
,Rampur,2000 - 2001,,,,,,,125.0,20.0,0.16,,,,,,,,,
,,2001 - 2002,,,,,,,49.0,12.0,0.24,,,,,,,,,
,,2002 - 2003,,,,,,,37.0,6.0,0.16,,,,,,,,,
,,2003 - 2004,,,,,,,21.0,3.0,0.14,,,,,,,,,
,,2004 - 2005,,,,,,,4.0,1.0,0.25,,,,,,,,,
,,2005 - 2006,,,,,,,36.0,6.0,0.17,,,,,,,,,
,,2006 - 2007,,,,,,,4.0,1.0,0.25,,,,,,,,,
,,2007 - 2008,,,,,,,167.0,26.0,0.16,,,,,,,,,
,,2008 - 2009,,,,,,,60.0,10.0,0.17,,,,,,,,,
,,2009 - 2010,,,,,,,11.0,1.0,0.09,,,,,,,,,
,,2010 - 2011,,,,,,,3.0,1.0,0.33,,,,,,,,,
,,2011 - 2012,,,,,,,25.0,5.0,0.2,,,,,,,,,
,,2012 - 2013,,,,,,,39.0,7.0,0.18,,,,,,,,,
,,2013 - 2014,,,,,,,39.0,6.0,0.15,,,,,,,,,
,,2014 - 2015,,,,,,,19.0,4.0,0.21,,,,,,,,,
,,2015 - 2016,,,,,,,7.0,2.0,0.29,,,,,,,,,
,,2016 - 2017,,,,,,,42.0,9.0,0.21,,,,,,,,,
,,2017 - 2018,,,,,,,38.0,11.0,0.29,,,,,,,,,
,,2018 - 2019,,,,,,,62.0,14.0,0.23,,,,,,,,,
,,2019 - 2020,,,,,,,39.0,7.0,0.18,,,,,,,,,
,,2020 - 2021,,,,,,,43.0,13.0,0.3,,,,,,,,,
,,2021 - 2022,,,,,,,45.0,10.0,0.22,,,,,,,,,
,,2022 - 2023,,,,,,,52.0,12.0,0.23,,,,,,,,,
,Saharanpur,2000 - 2001,,,,,,,79.0,13.0,0.16,,,,,,,,,
,,2001 - 2002,,,,,,,63.0,15.0,0.24,,,,,,,,,
,,2002 - 2003,,,,,,,235.0,38.0,0.16,,,,,,,,,
,,2003 - 2004,,,,,,,86.0,11.0,0.13,,,,,,,,,
,,2004 - 2005,,,,,,,171.0,27.0,0.16,,,,,,,,,
,,2005 - 2006,,,,,,,88.0,16.0,0.18,,,,,,,,,
,,2006 - 2007,,,,,,,235.0,39.0,0.17,,,,,,,,,
,,2007 - 2008,,,,,,,261.0,40.0,0.15,,,,,,,,,
,,2008 - 2009,,,,,,,164.0,27.0,0.16,,,,,,,,,
,,2009 - 2010,,,,,,,239.0,25.0,0.1,,,,,,,,,
,,2010 - 2011,,,,,,,67.0,13.0,0.19,,,,,,,,,
,,2011 - 2012,,,,,,,71.0,15.0,0.21,,,,,,,,,
,,2012 - 2013,,,,,,,81.0,15.0,0.19,,,,,,,,,
,,2013 - 2014,,,,,,,87.0,13.0,0.15,,,,,,,,,
,,2014 - 2015,,,,,,,50.0,10.0,0.2,,,,,,,,,
,,2015 - 2016,,,,,,,97.0,29.0,0.3,,,,,,,,,
,,2016 - 2017,,,,,,,52.0,11.0,0.21,,,,,,,,,
,,2017 - 2018,,,,,,,51.0,15.0,0.29,,,,,,,,,
,,2018 - 2019,,,,,,,172.0,39.0,0.23,,,,,,,,,
,,2019 - 2020,,,,,,,94.0,17.0,0.18,,,,,,,,,
,,2020 - 2021,,,,,,,36.0,11.0,0.31,,,,,,,,,
,,2021 - 2022,,,,,,,52.0,12.0,0.23,,,,,,,,,
,,2022 - 2023,,,,,,,34.0,8.0,0.24,,,,,,,,,
,Sambhal,2012 - 2013,,,,,,,,259.0,0.19,,,,,,,,,
,,2013 - 2014,,,,,,,747.0,110.0,0.15,,,,,,,,,
,,2014 - 2015,,,,,,,,427.0,0.2,,,,,,,,,
,,2015 - 2016,,,,,,,,496.0,0.3,,,,,,,,,
,,2016 - 2017,,,,,,,751.0,160.0,0.21,,,,,,,,,
,,2017 - 2018,,,,,,,848.0,250.0,0.29,,,,,,,,,
,,2018 - 2019,,,,,,,634.0,143.0,0.23,,,,,,,,,
,,2019 - 2020,,,,,,,341.0,63.0,0.18,,,,,,,,,
,,2020 - 2021,,,,,,,,733.0,0.31,,,,,,,,,
,,2021 - 2022,,,,,,,800.0,182.0,0.23,,,,,,,,,
,,2022 - 2023,,,,,,,716.0,167.0,0.23,,,,,,,,,
,Sant kabeer nagar,2000 - 2001,,,,,,,134.0,22.0,0.16,,,,,,,,,
,,2002 - 2003,,,,,,,125.0,20.0,0.16,,,,,,,,,
,,2003 - 2004,,,,,,,104.0,14.0,0.13,,,,,,,,,
,,2004 - 2005,,,,,,,126.0,20.0,0.16,,,,,,,,,
,,2005 - 2006,,,,,,,110.0,19.0,0.17,,,,,,,,,
,,2006 - 2007,,,,,,,126.0,21.0,0.17,,,,,,,,,
,,2007 - 2008,,,,,,,117.0,18.0,0.15,,,,,,,,,
,,2008 - 2009,,,,,,,109.0,18.0,0.17,,,,,,,,,
,,2009 - 2010,,,,,,,159.0,17.0,0.11,,,,,,,,,
,,2010 - 2011,,,,,,,170.0,34.0,0.2,,,,,,,,,
,,2011 - 2012,,,,,,,176.0,38.0,0.22,,,,,,,,,
,,2012 - 2013,,,,,,,124.0,23.0,0.19,,,,,,,,,
,,2013 - 2014,,,,,,,543.0,80.0,0.15,,,,,,,,,
,,2014 - 2015,,,,,,,147.0,29.0,0.2,,,,,,,,,
,,2015 - 2016,,,,,,,183.0,55.0,0.3,,,,,,,,,
,,2016 - 2017,,,,,,,188.0,40.0,0.21,,,,,,,,,
,,2017 - 2018,,,,,,,108.0,32.0,0.3,,,,,,,,,
,,2018 - 2019,,,,,,,389.0,88.0,0.23,,,,,,,,,
,,2019 - 2020,,,,,,,168.0,31.0,0.18,,,,,,,,,
,,2020 - 2021,,,,,,,145.0,45.0,0.31,,,,,,,,,
,,2021 - 2022,,,,,,,209.0,46.0,0.22,,,,,,,,,
,,2022 - 2023,,,,,,,219.0,51.0,0.23,,,,,,,,,
,Sant ravidas nagar,2000 - 2001,,,,,,,357.0,51.0,0.14,,,,,,,,,
,,2001 - 2002,,,,,,,427.0,58.0,0.14,,,,,,,,,
,,2002 - 2003,,,,,,,202.0,19.0,0.09,,,,,,,,,
,,2003 - 2004,,,,,,,159.0,33.0,0.21,,,,,,,,,
,,2004 - 2005,,,,,,,266.0,38.0,0.14,,,,,,,,,
,,2005 - 2006,,,,,,,185.0,23.0,0.12,,,,,,,,,
,,2006 - 2007,,,,,,,235.0,25.0,0.11,,,,,,,,,
,,2007 - 2008,,,,,,,313.0,40.0,0.13,,,,,,,,,
,,2008 - 2009,,,,,,,259.0,34.0,0.13,,,,,,,,,
,,2009 - 2010,,,,,,,259.0,34.0,0.13,,,,,,,,,
,,2010 - 2011,,,,,,,290.0,49.0,0.17,,,,,,,,,
,,2011 - 2012,,,,,,,262.0,41.0,0.16,,,,,,,,,
,,2012 - 2013,,,,,,,241.0,47.0,0.2,,,,,,,,,
,,2013 - 2014,,,,,,,243.0,54.0,0.22,,,,,,,,,
,,2014 - 2015,,,,,,,231.0,57.0,0.25,,,,,,,,,
,,2015 - 2016,,,,,,,307.0,45.0,0.15,,,,,,,,,
,,2016 - 2017,,,,,,,232.0,27.0,0.12,,,,,,,,,
,,2017 - 2018,,,,,,,188.0,32.0,0.17,,,,,,,,,
,,2018 - 2019,,,,,,,182.0,35.0,0.19,,,,,,,,,
,,2019 - 2020,,,,,,,292.0,58.0,0.2,,,,,,,,,
,,2021 - 2022,,,,,,,271.0,54.0,0.2,,,,,,,,,
,,2022 - 2023,,,,,,,212.0,40.0,0.19,,,,,,,,,
,Shahjahanpur,2000 - 2001,,,,,,,,889.0,0.09,,,,,,,,,
,,2001 - 2002,,,,,,,,,0.33,,,,,,,,,
,,2002 - 2003,,,,,,,,,0.12,,,,,,,,,
,,2003 - 2004,,,,,,,,247.0,0.03,,,,,,,,,
,,2004 - 2005,,,,,,,,,0.28,,,,,,,,,
,,2005 - 2006,,,,,,,,,0.15,,,,,,,,,
,,2006 - 2007,,,,,,,,548.0,0.12,,,,,,,,,
,,2007 - 2008,,,,,,,,616.0,0.09,,,,,,,,,
,,2008 - 2009,,,,,,,,310.0,0.05,,,,,,,,,
,,2009 - 2010,,,,,,,,533.0,0.07,,,,,,,,,
,,2010 - 2011,,,,,,,,821.0,0.1,,,,,,,,,
,,2011 - 2012,,,,,,,,895.0,0.11,,,,,,,,,
,,2012 - 2013,,,,,,,,894.0,0.11,,,,,,,,,
,,2013 - 2014,,,,,,,,629.0,0.09,,,,,,,,,
,,2014 - 2015,,,,,,,,,0.17,,,,,,,,,
,,2015 - 2016,,,,,,,,,0.09,,,,,,,,,
,,2016 - 2017,,,,,,,,,0.14,,,,,,,,,
,,2017 - 2018,,,,,,,,770.0,0.09,,,,,,,,,
,,2018 - 2019,,,,,,,,542.0,0.06,,,,,,,,,
,,2019 - 2020,,,,,,,,628.0,0.1,,,,,,,,,
,,2020 - 2021,,,,,,,,,0.17,,,,,,,,,
,,2021 - 2022,,,,,,,,,0.16,,,,,,,,,
,,2022 - 2023,,,,,,,,,0.17,,,,,,,,,
,Shamli,2012 - 2013,,,,,,,21.0,4.0,0.19,,,,,,,,,
,,2013 - 2014,,,,,,,23.0,3.0,0.13,,,,,,,,,
,,2014 - 2015,,,,,,,17.0,3.0,0.18,,,,,,,,,
,,2015 - 2016,,,,,,,16.0,5.0,0.31,,,,,,,,,
,,2016 - 2017,,,,,,,23.0,5.0,0.22,,,,,,,,,
,,2017 - 2018,,,,,,,23.0,7.0,0.3,,,,,,,,,
,,2018 - 2019,,,,,,,23.0,5.0,0.22,,,,,,,,,
,,2019 - 2020,,,,,,,23.0,4.0,0.17,,,,,,,,,
,,2020 - 2021,,,,,,,23.0,7.0,0.3,,,,,,,,,
,,2022 - 2023,,,,,,,23.0,5.0,0.22,,,,,,,,,
,Shravasti,2000 - 2001,,,,,,,210.0,34.0,0.16,,,,,,,,,
,,2001 - 2002,,,,,,,614.0,153.0,0.25,,,,,,,,,
,,2002 - 2003,,,,,,,611.0,98.0,0.16,,,,,,,,,
,,2003 - 2004,,,,,,,322.0,42.0,0.13,,,,,,,,,
,,2004 - 2005,,,,,,,292.0,47.0,0.16,,,,,,,,,
,,2005 - 2006,,,,,,,332.0,59.0,0.18,,,,,,,,,
,,2006 - 2007,,,,,,,365.0,61.0,0.17,,,,,,,,,
,,2007 - 2008,,,,,,,515.0,79.0,0.15,,,,,,,,,
,,2008 - 2009,,,,,,,292.0,48.0,0.16,,,,,,,,,
,,2009 - 2010,,,,,,,215.0,22.0,0.1,,,,,,,,,
,,2010 - 2011,,,,,,,680.0,134.0,0.2,,,,,,,,,
,,2011 - 2012,,,,,,,558.0,121.0,0.22,,,,,,,,,
,,2012 - 2013,,,,,,,377.0,70.0,0.19,,,,,,,,,
,,2013 - 2014,,,,,,,296.0,43.0,0.15,,,,,,,,,
,,2014 - 2015,,,,,,,227.0,45.0,0.2,,,,,,,,,
,,2015 - 2016,,,,,,,646.0,196.0,0.3,,,,,,,,,
,,2016 - 2017,,,,,,,361.0,77.0,0.21,,,,,,,,,
,,2017 - 2018,,,,,,,312.0,92.0,0.29,,,,,,,,,
,,2018 - 2019,,,,,,,375.0,84.0,0.22,,,,,,,,,
,,2019 - 2020,,,,,,,325.0,60.0,0.18,,,,,,,,,
,,2020 - 2021,,,,,,,338.0,105.0,0.31,,,,,,,,,
,,2021 - 2022,,,,,,,394.0,89.0,0.23,,,,,,,,,
,,2022 - 2023,,,,,,,379.0,88.0,0.23,,,,,,,,,
,Siddharth nagar,2000 - 2001,,,,,,,2.0,0.1,0.05,,,,,,,,,
,,2001 - 2002,,,,,,,126.0,32.0,0.25,,,,,,,,,
,,2013 - 2014,,,,,,,8.0,1.0,0.13,,,,,,,,,
,,2015 - 2016,,,,,,,4.0,1.0,0.25,,,,,,,,,
,,2018 - 2019,,,,,,,55.0,12.0,0.22,,,,,,,,,
,Sitapur,2000 - 2001,,,,,,,,783.0,0.12,,,,,,,,,
,,2001 - 2002,,,,,,,,,0.22,,,,,,,,,
,,2002 - 2003,,,,,,,,757.0,0.11,,,,,,,,,
,,2003 - 2004,,,,,,,,654.0,0.08,,,,,,,,,
,,2004 - 2005,,,,,,,,,0.11,,,,,,,,,
,,2005 - 2006,,,,,,,,868.0,0.12,,,,,,,,,
,,2006 - 2007,,,,,,,,,0.12,,,,,,,,,
,,2007 - 2008,,,,,,,,,0.11,,,,,,,,,
,,2008 - 2009,,,,,,,,,0.19,,,,,,,,,
,,2009 - 2010,,,,,,,,,0.42,,,,,,,,,
,,2010 - 2011,,,,,,,,,0.2,,,,,,,,,
,,2011 - 2012,,,,,,,,,0.24,,,,,,,,,
,,2012 - 2013,,,,,,,,,0.24,,,,,,,,,
,,2013 - 2014,,,,,,,,,0.25,,,,,,,,,
,,2014 - 2015,,,,,,,,,0.31,,,,,,,,,
,,2015 - 2016,,,,,,,,,0.88,,,,,,,,,
,,2016 - 2017,,,,,,,,,0.4,,,,,,,,,
,,2017 - 2018,,,,,,,,,0.31,,,,,,,,,
,,2018 - 2019,,,,,,,,680.0,0.07,,,,,,,,,
,,2019 - 2020,,,,,,,,,0.23,,,,,,,,,
,,2020 - 2021,,,,,,,,,0.29,,,,,,,,,
,,2021 - 2022,,,,,,,,,0.51,,,,,,,,,
,,2022 - 2023,,,,,,,,,0.24,,,,,,,,,
,Sonbhadra,2000 - 2001,,,,,,,,829.0,0.14,,,,,,,,,
,,2001 - 2002,,,,,,,,468.0,0.08,,,,,,,,,
,,2002 - 2003,,,,,,,,469.0,0.09,,,,,,,,,
,,2003 - 2004,,,,,,,,,0.2,,,,,,,,,
,,2004 - 2005,,,,,,,,655.0,0.14,,,,,,,,,
,,2005 - 2006,,,,,,,,615.0,0.08,,,,,,,,,
,,2006 - 2007,,,,,,,,465.0,0.1,,,,,,,,,
,,2007 - 2008,,,,,,,,765.0,0.13,,,,,,,,,
,,2008 - 2009,,,,,,,,620.0,0.13,,,,,,,,,
,,2009 - 2010,,,,,,,,573.0,0.13,,,,,,,,,
,,2010 - 2011,,,,,,,,,0.21,,,,,,,,,
,,2011 - 2012,,,,,,,,,0.19,,,,,,,,,
,,2012 - 2013,,,,,,,,,0.24,,,,,,,,,
,,2013 - 2014,,,,,,,,,0.25,,,,,,,,,
,,2014 - 2015,,,,,,,,,0.25,,,,,,,,,
,,2015 - 2016,,,,,,,,,0.15,,,,,,,,,
,,2016 - 2017,,,,,,,,584.0,0.14,,,,,,,,,
,,2017 - 2018,,,,,,,,879.0,0.19,,,,,,,,,
,,2018 - 2019,,,,,,,,982.0,0.21,,,,,,,,,
,,2019 - 2020,,,,,,,,,0.21,,,,,,,,,
,,2020 - 2021,,,,,,,,,0.27,,,,,,,,,
,,2021 - 2022,,,,,,,,,0.26,,,,,,,,,
,,2022 - 2023,,,,,,,,780.0,0.2,,,,,,,,,
,Sultanpur,2000 - 2001,,,,,,,337.0,54.0,0.16,,,,,,,,,
,,2001 - 2002,,,,,,,337.0,84.0,0.25,,,,,,,,,
,,2002 - 2003,,,,,,,256.0,41.0,0.16,,,,,,,,,
,,2003 - 2004,,,,,,,347.0,45.0,0.13,,,,,,,,,
,,2004 - 2005,,,,,,,363.0,58.0,0.16,,,,,,,,,
,,2005 - 2006,,,,,,,146.0,26.0,0.18,,,,,,,,,
,,2006 - 2007,,,,,,,400.0,68.0,0.17,,,,,,,,,
,,2007 - 2008,,,,,,,443.0,68.0,0.15,,,,,,,,,
,,2008 - 2009,,,,,,,389.0,64.0,0.16,,,,,,,,,
,,2009 - 2010,,,,,,,536.0,56.0,0.1,,,,,,,,,
,,2010 - 2011,,,,,,,529.0,104.0,0.2,,,,,,,,,
,,2011 - 2012,,,,,,,17.0,4.0,0.24,,,,,,,,,
,,2012 - 2013,,,,,,,291.0,54.0,0.19,,,,,,,,,
,,2013 - 2014,,,,,,,542.0,80.0,0.15,,,,,,,,,
,,2014 - 2015,,,,,,,345.0,94.0,0.27,,,,,,,,,
,,2015 - 2016,,,,,,,629.0,126.0,0.2,,,,,,,,,
,,2016 - 2017,,,,,,,259.0,55.0,0.21,,,,,,,,,
,,2017 - 2018,,,,,,,281.0,83.0,0.3,,,,,,,,,
,,2018 - 2019,,,,,,,305.0,69.0,0.23,,,,,,,,,
,,2019 - 2020,,,,,,,286.0,52.0,0.18,,,,,,,,,
,,2020 - 2021,,,,,,,270.0,84.0,0.31,,,,,,,,,
,,2021 - 2022,,,,,,,590.0,134.0,0.23,,,,,,,,,
,,2022 - 2023,,,,,,,270.0,63.0,0.23,,,,,,,,,
,Unnao,2000 - 2001,,,,,,,,622.0,0.13,,,,,,,,,
,,2001 - 2002,,,,,,,,,0.51,,,,,,,,,
,,2002 - 2003,,,,,,,,670.0,0.18,,,,,,,,,
,,2003 - 2004,,,,,,,,626.0,0.15,,,,,,,,,
,,2004 - 2005,,,,,,,,920.0,0.16,,,,,,,,,
,,2005 - 2006,,,,,,,,754.0,0.16,,,,,,,,,
,,2006 - 2007,,,,,,,,,0.38,,,,,,,,,
,,2007 - 2008,,,,,,,,,0.41,,,,,,,,,
,,2008 - 2009,,,,,,,,,0.42,,,,,,,,,
,,2009 - 2010,,,,,,,,,0.15,,,,,,,,,
,,2010 - 2011,,,,,,,,623.0,0.05,,,,,,,,,
,,2011 - 2012,,,,,,,,811.0,0.07,,,,,,,,,
,,2012 - 2013,,,,,,,,,0.09,,,,,,,,,
,,2013 - 2014,,,,,,,,,0.13,,,,,,,,,
,,2014 - 2015,,,,,,,,,0.16,,,,,,,,,
,,2015 - 2016,,,,,,,,,0.1,,,,,,,,,
,,2016 - 2017,,,,,,,,,0.13,,,,,,,,,
,,2017 - 2018,,,,,,,,,0.12,,,,,,,,,
,,2018 - 2019,,,,,,,,,0.13,,,,,,,,,
,,2019 - 2020,,,,,,,,,0.16,,,,,,,,,
,,2020 - 2021,,,,,,,,,0.16,,,,,,,,,
,,2021 - 2022,,,,,,,,,0.13,,,,,,,,,
,,2022 - 2023,,,,,,,,,0.18,,,,,,,,,
,Varanasi,2000 - 2001,,,,,,,34.0,5.0,0.15,,,,,,,,,
,,2001 - 2002,,,,,,,69.0,17.0,0.25,,,,,,,,,
,,2002 - 2003,,,,,,,78.0,12.0,0.15,,,,,,,,,
,,2003 - 2004,,,,,,,82.0,11.0,0.13,,,,,,,,,
,,2004 - 2005,,,,,,,226.0,36.0,0.16,,,,,,,,,
,,2005 - 2006,,,,,,,96.0,17.0,0.18,,,,,,,,,
,,2006 - 2007,,,,,,,55.0,9.0,0.16,,,,,,,,,
,,2007 - 2008,,,,,,,344.0,53.0,0.15,,,,,,,,,
,,2008 - 2009,,,,,,,328.0,54.0,0.16,,,,,,,,,
,,2009 - 2010,,,,,,,101.0,11.0,0.11,,,,,,,,,
,,2010 - 2011,,,,,,,445.0,88.0,0.2,,,,,,,,,
,,2011 - 2012,,,,,,,529.0,115.0,0.22,,,,,,,,,
,,2012 - 2013,,,,,,,495.0,92.0,0.19,,,,,,,,,
,,2013 - 2014,,,,,,,638.0,94.0,0.15,,,,,,,,,
,,2014 - 2015,,,,,,,336.0,66.0,0.2,,,,,,,,,
,,2015 - 2016,,,,,,,350.0,46.0,0.13,,,,,,,,,
,,2016 - 2017,,,,,,,235.0,96.0,0.41,,,,,,,,,
,,2017 - 2018,,,,,,,339.0,100.0,0.29,,,,,,,,,
,,2018 - 2019,,,,,,,361.0,142.0,0.39,,,,,,,,,
,,2019 - 2020,,,,,,,392.0,62.0,0.16,,,,,,,,,
,,2020 - 2021,,,,,,,351.0,42.0,0.12,,,,,,,,,
,,2021 - 2022,,,,,,,631.0,143.0,0.23,,,,,,,,,
,,2022 - 2023,,,,,,,330.0,77.0,0.23,,,,,,,,,
Uttarakhand,Almora,2000 - 2001,,,,,,,123.0,19.0,0.15,,,,,,,,,
,,2001 - 2002,,,,,,,142.0,23.0,0.16,,,,,,,,,
,,2002 - 2003,,,,,,,128.0,13.0,0.1,,,,,,,,,
,,2003 - 2004,,,,,,,123.0,16.0,0.13,,,,,,,,,
,,2004 - 2005,,,,,,,177.0,40.0,0.23,,,,,,,,,
,,2005 - 2006,,,,,,,152.0,33.0,0.22,,,,,,,,,
,,2006 - 2007,,,,,,,114.0,26.0,0.23,,,,,,,,,
,,2007 - 2008,,,,,,,175.0,35.0,0.2,,,,,,,,,
,,2008 - 2009,,,,,,,212.0,42.0,0.2,,,,,,,,,
,,2009 - 2010,,,,,,,188.0,38.0,0.2,,,,,,,,,
,,2010 - 2011,,,,,,,116.0,30.0,0.26,,,,,,,,,
,,2011 - 2012,,,,,,,105.0,27.0,0.26,,,,,,,,,
,,2012 - 2013,,,,,,,96.0,24.0,0.25,,,,,,,,,
,,2013 - 2014,,,,,,,164.0,42.0,0.26,,,,,,,,,
,,2014 - 2015,,,,,,,138.0,37.0,0.27,,,,,,,,,
,,2015 - 2016,,,,,,,130.0,35.0,0.27,,,,,,,,,
,,2016 - 2017,,,,,,,124.0,34.0,0.27,,,,,,,,,
,,2017 - 2018,,,,,,,144.0,38.0,0.26,,,,,,,,,
,,2018 - 2019,,,,,,,198.0,54.0,0.27,,,,,,,,,
,,2019 - 2020,,,,,,,293.0,80.0,0.27,,,,,,,,,
,,2020 - 2021,,,,,,,355.0,99.0,0.28,,,,,,,,,
,,2021 - 2022,,,,,,,221.0,61.0,0.28,,,,,,,,,
,,2022 - 2023,,,,,,,218.0,61.0,0.28,,,,,,,,,
,Bageshwar,2000 - 2001,,,,,,,5.0,1.0,0.2,,,,,,,,,
,,2001 - 2002,,,,,,,10.0,2.0,0.2,,,,,,,,,
,,2003 - 2004,,,,,,,7.0,1.0,0.14,,,,,,,,,
,,2004 - 2005,,,,,,,23.0,5.0,0.22,,,,,,,,,
,,2005 - 2006,,,,,,,20.0,5.0,0.25,,,,,,,,,
,,2006 - 2007,,,,,,,8.0,2.0,0.25,,,,,,,,,
,,2007 - 2008,,,,,,,24.0,5.0,0.21,,,,,,,,,
,,2008 - 2009,,,,,,,9.0,2.0,0.22,,,,,,,,,
,,2009 - 2010,,,,,,,5.0,1.0,0.2,,,,,,,,,
,,2010 - 2011,,,,,,,14.0,4.0,0.29,,,,,,,,,
,,2011 - 2012,,,,,,,14.0,4.0,0.29,,,,,,,,,
,,2012 - 2013,,,,,,,3.0,1.0,0.33,,,,,,,,,
,,2013 - 2014,,,,,,,3.0,1.0,0.33,,,,,,,,,
,,2014 - 2015,,,,,,,8.0,2.0,0.25,,,,,,,,,
,,2015 - 2016,,,,,,,1.0,,0.0,,,,,,,,,
,,2016 - 2017,,,,,,,5.0,1.0,0.2,,,,,,,,,
,,2017 - 2018,,,,,,,9.0,2.0,0.22,,,,,,,,,
,,2018 - 2019,,,,,,,2.0,1.0,0.5,,,,,,,,,
,,2019 - 2020,,,,,,,2.0,1.0,0.5,,,,,,,,,
,,2021 - 2022,,,,,,,1.0,1.0,1.0,,,,,,,,,
,,2022 - 2023,,,,,,,10.0,2.0,0.2,,,,,,,,,
,Chamoli,2000 - 2001,,,,,,,52.0,8.0,0.15,,,,,,,,,
,,2001 - 2002,,,,,,,25.0,4.0,0.16,,,,,,,,,
,,2002 - 2003,,,,,,,35.0,4.0,0.11,,,,,,,,,
,,2003 - 2004,,,,,,,16.0,2.0,0.13,,,,,,,,,
,,2004 - 2005,,,,,,,27.0,6.0,0.22,,,,,,,,,
,,2005 - 2006,,,,,,,19.0,5.0,0.26,,,,,,,,,
,,2006 - 2007,,,,,,,20.0,5.0,0.25,,,,,,,,,
,,2007 - 2008,,,,,,,38.0,8.0,0.21,,,,,,,,,
,,2008 - 2009,,,,,,,16.0,3.0,0.19,,,,,,,,,
,,2009 - 2010,,,,,,,22.0,4.0,0.18,,,,,,,,,
,,2010 - 2011,,,,,,,35.0,6.0,0.17,,,,,,,,,
,,2011 - 2012,,,,,,,21.0,4.0,0.19,,,,,,,,,
,,2012 - 2013,,,,,,,12.0,3.0,0.25,,,,,,,,,
,,2013 - 2014,,,,,,,18.0,4.0,0.22,,,,,,,,,
,,2014 - 2015,,,,,,,16.0,3.0,0.19,,,,,,,,,
,,2015 - 2016,,,,,,,11.0,2.0,0.18,,,,,,,,,
,,2016 - 2017,,,,,,,36.0,6.0,0.17,,,,,,,,,
,,2017 - 2018,,,,,,,19.0,3.0,0.16,,,,,,,,,
,,2018 - 2019,,,,,,,20.0,3.0,0.15,,,,,,,,,
,,2019 - 2020,,,,,,,15.0,2.0,0.13,,,,,,,,,
,,2020 - 2021,,,,,,,10.0,2.0,0.2,,,,,,,,,
,,2021 - 2022,,,,,,,23.0,4.0,0.17,,,,,,,,,
,,2022 - 2023,,,,,,,1.0,1.0,1.0,,,,,,,,,
,Champawat,2000 - 2001,,,,,,,15.0,2.0,0.13,,,,,,,,,
,,2001 - 2002,,,,,,,17.0,3.0,0.18,,,,,,,,,
,,2002 - 2003,,,,,,,14.0,2.0,0.14,,,,,,,,,
,,2003 - 2004,,,,,,,14.0,2.0,0.14,,,,,,,,,
,,2004 - 2005,,,,,,,33.0,7.0,0.21,,,,,,,,,
,,2005 - 2006,,,,,,,9.0,2.0,0.22,,,,,,,,,
,,2006 - 2007,,,,,,,7.0,1.0,0.14,,,,,,,,,
,,2007 - 2008,,,,,,,44.0,10.0,0.23,,,,,,,,,
,,2008 - 2009,,,,,,,56.0,13.0,0.23,,,,,,,,,
,,2009 - 2010,,,,,,,34.0,6.0,0.18,,,,,,,,,
,,2010 - 2011,,,,,,,43.0,8.0,0.19,,,,,,,,,
,,2011 - 2012,,,,,,,29.0,5.0,0.17,,,,,,,,,
,,2012 - 2013,,,,,,,69.0,18.0,0.26,,,,,,,,,
,,2013 - 2014,,,,,,,145.0,25.0,0.17,,,,,,,,,
,,2014 - 2015,,,,,,,80.0,14.0,0.18,,,,,,,,,
,,2015 - 2016,,,,,,,5.0,1.0,0.2,,,,,,,,,
,,2016 - 2017,,,,,,,38.0,8.0,0.21,,,,,,,,,
,,2017 - 2018,,,,,,,14.0,3.0,0.21,,,,,,,,,
,,2018 - 2019,,,,,,,50.0,9.0,0.18,,,,,,,,,
,,2019 - 2020,,,,,,,41.0,8.0,0.2,,,,,,,,,
,,2020 - 2021,,,,,,,42.0,9.0,0.21,,,,,,,,,
,,2021 - 2022,,,,,,,25.0,5.0,0.2,,,,,,,,,
,,2022 - 2023,,,,,,,174.0,37.0,0.21,,,,,,,,,
,Dehradun,2000 - 2001,,,,,,,504.0,99.0,0.2,,,,,,,,,
,,2001 - 2002,,,,,,,540.0,104.0,0.19,,,,,,,,,
