state,district,year,moong_kharif_yield_tonne_per_hectare
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kendujhar,2000 - 2001,0.15
,,2001 - 2002,0.24
,,2002 - 2003,0.16
,,2003 - 2004,0.32
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Khordha,2000 - 2001,0.16
,,2001 - 2002,0.12
,,2002 - 2003,0.14
,,2003 - 2004,0.18
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Koraput,2000 - 2001,0.21
,,2001 - 2002,0.36
,,2002 - 2003,0.28
,,2003 - 2004,0.19
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Malkangiri,2000 - 2001,0.15
,,2001 - 2002,0.24
,,2002 - 2003,0.16
,,2003 - 2004,0.15
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mayurbhanj,2000 - 2001,0.24
,,2001 - 2002,0.29
,,2002 - 2003,0.24
,,2003 - 2004,0.29
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Nabarangpur,2000 - 2001,0.23
,,2001 - 2002,0.24
,,2002 - 2003,0.09
,,2003 - 2004,0.28
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Nayagarh,2000 - 2001,0.16
,,2001 - 2002,0.23
,,2002 - 2003,0.16
,,2003 - 2004,0.23
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Nuapada,2000 - 2001,0.1
,,2001 - 2002,0.12
,,2002 - 2003,0.07
,,2003 - 2004,0.25
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Puri,2000 - 2001,0.19
,,2001 - 2002,0.15
,,2002 - 2003,0.21
,,2003 - 2004,0.21
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Rayagada,2000 - 2001,0.26
,,2001 - 2002,0.22
,,2002 - 2003,0.14
,,2003 - 2004,0.27
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sambalpur,2000 - 2001,0.32
,,2001 - 2002,0.29
,,2002 - 2003,0.33
,,2003 - 2004,0.27
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sonepur,2000 - 2001,0.15
,,2001 - 2002,0.19
,,2002 - 2003,0.16
,,2003 - 2004,0.16
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sundargarh,2000 - 2001,0.21
,,2001 - 2002,0.23
,,2002 - 2003,0.16
,,2003 - 2004,0.17
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
Puducherry,Karaikal,2000 - 2001,0.58
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mahe,2000 - 2001,0.56
,Pondicherry,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,1.0
,,2011 - 2012,1.0
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2022 - 2023,
,Yanam,2000 - 2001,0.62
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
Punjab,Amritsar,2000 - 2001,0.54
,,2001 - 2002,0.59
,,2002 - 2003,0.72
,,2003 - 2004,0.68
,,2004 - 2005,0.73
,,2005 - 2006,0.73
,,2008 - 2009,1.0
,,2010 - 2011,1.0
,,2013 - 2014,1.0
,,2014 - 2015,1.0
,,2015 - 2016,0.67
,,2016 - 2017,0.75
,,2017 - 2018,0.88
,,2018 - 2019,0.83
,,2019 - 2020,0.86
,,2020 - 2021,1.0
,,2022 - 2023,0.67
,Barnala,2007 - 2008,1.13
,,2008 - 2009,1.0
,,2009 - 2010,1.0
,,2010 - 2011,1.2
,,2011 - 2012,1.25
,,2012 - 2013,1.0
,,2013 - 2014,1.0
,,2014 - 2015,1.0
,,2015 - 2016,0.73
,,2016 - 2017,0.5
,,2017 - 2018,1.0
,,2018 - 2019,1.0
,,2019 - 2020,1.0
,,2020 - 2021,1.0
,,2022 - 2023,1.0
,Bathinda,2000 - 2001,0.24
,,2001 - 2002,0.38
,,2002 - 2003,0.5
,,2003 - 2004,0.61
,,2004 - 2005,0.67
,,2005 - 2006,0.75
,,2006 - 2007,0.8
,,2007 - 2008,0.75
,,2008 - 2009,0.83
,,2009 - 2010,0.8
,,2010 - 2011,0.67
,,2011 - 2012,0.6
,,2012 - 2013,0.67
,,2013 - 2014,0.75
,,2014 - 2015,1.0
,,2015 - 2016,0.64
,,2016 - 2017,1.0
,,2017 - 2018,0.67
,,2018 - 2019,0.67
,,2019 - 2020,1.0
,,2020 - 2021,1.0
,,2022 - 2023,0.63
,Faridkot,2000 - 2001,0.5
,,2001 - 2002,0.42
,,2002 - 2003,0.63
,,2003 - 2004,0.7
,,2004 - 2005,0.78
,,2005 - 2006,0.57
,,2006 - 2007,0.88
,,2007 - 2008,0.75
,,2008 - 2009,1.0
,,2009 - 2010,1.0
,,2010 - 2011,0.83
,,2011 - 2012,1.0
,,2012 - 2013,0.75
,,2013 - 2014,1.0
,,2014 - 2015,1.0
,,2015 - 2016,0.7
,,2016 - 2017,1.0
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,1.0
,,2022 - 2023,1.0
,Fatehgarh sahib,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,Fazilka,2013 - 2014,0.75
,,2014 - 2015,1.0
,,2015 - 2016,0.79
,,2016 - 2017,0.88
,,2017 - 2018,0.89
,,2018 - 2019,0.88
,,2019 - 2020,1.0
,,2020 - 2021,0.75
,,2022 - 2023,0.5
,Firozepur,2000 - 2001,0.79
,,2001 - 2002,0.52
,,2002 - 2003,0.69
,,2003 - 2004,1.0
,,2004 - 2005,0.77
,,2005 - 2006,0.74
,,2006 - 2007,0.8
,,2007 - 2008,0.7
,,2008 - 2009,0.89
,,2009 - 2010,0.88
,,2010 - 2011,0.71
,,2011 - 2012,0.87
,,2012 - 2013,1.0
,,2013 - 2014,0.75
,,2014 - 2015,0.67
,,2015 - 2016,0.83
,,2016 - 2017,1.0
,,2017 - 2018,1.2
,,2018 - 2019,1.0
,,2019 - 2020,1.0
,,2020 - 2021,1.0
,,2022 - 2023,0.75
,Gurdaspur,2011 - 2012,1.0
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,Hoshiarpur,2001 - 2002,1.0
,,2002 - 2003,1.0
,,2003 - 2004,1.0
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,Jalandhar,2000 - 2001,1.0
,,2001 - 2002,0.5
,,2002 - 2003,1.0
,,2003 - 2004,0.67
,,2004 - 2005,1.0
,,2005 - 2006,1.0
,,2006 - 2007,1.0
,,2007 - 2008,1.0
,,2008 - 2009,1.0
,,2009 - 2010,1.0
,,2010 - 2011,1.0
,,2012 - 2013,1.0
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,Kapurthala,2000 - 2001,1.0
,,2001 - 2002,1.0
,,2002 - 2003,1.0
,,2003 - 2004,1.0
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,Ludhiana,2000 - 2001,0.64
,,2001 - 2002,0.4
,,2002 - 2003,0.82
,,2003 - 2004,0.88
,,2004 - 2005,0.76
,,2005 - 2006,0.8
,,2006 - 2007,0.83
,,2007 - 2008,0.65
,,2008 - 2009,0.75
,,2009 - 2010,0.91
,,2010 - 2011,0.77
,,2011 - 2012,0.71
,,2012 - 2013,0.5
,,2013 - 2014,0.75
,,2014 - 2015,0.8
,,2015 - 2016,0.78
,,2016 - 2017,0.5
,,2017 - 2018,0.5
,,2018 - 2019,1.0
,,2019 - 2020,0.0
,,2020 - 2021,1.0
,,2021 - 2022,1.0
,,2022 - 2023,1.0
,Mansa,2000 - 2001,0.57
,,2001 - 2002,0.4
,,2002 - 2003,0.5
,,2003 - 2004,0.71
,,2004 - 2005,0.8
,,2005 - 2006,0.8
,,2006 - 2007,0.67
,,2007 - 2008,0.4
,,2008 - 2009,0.67
,,2009 - 2010,0.67
,,2010 - 2011,0.75
,,2011 - 2012,0.67
,,2012 - 2013,1.0
,,2013 - 2014,0.5
,,2015 - 2016,0.48
,,2016 - 2017,0.5
,,2017 - 2018,1.0
,,2018 - 2019,1.0
,,2019 - 2020,1.0
,,2022 - 2023,1.0
,Moga,2000 - 2001,0.73
,,2001 - 2002,0.07
,,2002 - 2003,0.56
,,2003 - 2004,0.79
,,2004 - 2005,1.0
,,2005 - 2006,1.0
,,2006 - 2007,1.3
,,2007 - 2008,0.63
,,2008 - 2009,0.86
,,2009 - 2010,0.8
,,2010 - 2011,0.86
,,2011 - 2012,0.8
,,2012 - 2013,1.0
,,2013 - 2014,1.0
,,2014 - 2015,1.0
,,2015 - 2016,0.9
,,2016 - 2017,1.0
,,2017 - 2018,1.0
,,2018 - 2019,1.0
,,2019 - 2020,1.0
,,2020 - 2021,1.0
,Muktsar,2000 - 2001,0.77
,,2001 - 2002,1.2
,,2002 - 2003,0.47
,,2003 - 2004,0.89
,,2004 - 2005,0.85
,,2005 - 2006,0.78
,,2006 - 2007,1.14
,,2007 - 2008,1.0
,,2008 - 2009,0.83
,,2009 - 2010,1.33
,,2010 - 2011,1.0
,,2011 - 2012,1.5
,,2012 - 2013,1.0
,,2013 - 2014,1.0
,,2014 - 2015,1.0
,,2015 - 2016,0.65
,,2016 - 2017,1.0
,,2017 - 2018,
,,2018 - 2019,1.0
,,2019 - 2020,
,,2022 - 2023,1.0
,Nawanshahr,2004 - 2005,1.0
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,Pathankot,2017 - 2018,
,,2018 - 2019,
,Patiala,2000 - 2001,0.67
,,2001 - 2002,0.33
,,2002 - 2003,0.5
,,2003 - 2004,0.67
,,2004 - 2005,0.5
,,2005 - 2006,1.0
,,2006 - 2007,1.0
,,2007 - 2008,1.0
,,2008 - 2009,1.0
,,2015 - 2016,0.7
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,Rupnagar,2005 - 2006,1.0
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,S.a.s nagar,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,Sangrur,2000 - 2001,0.53
,,2001 - 2002,0.5
,,2002 - 2003,0.76
,,2003 - 2004,1.0
,,2004 - 2005,0.88
,,2005 - 2006,0.9
,,2006 - 2007,0.91
,,2007 - 2008,0.78
,,2008 - 2009,0.88
,,2009 - 2010,1.17
,,2010 - 2011,0.88
,,2011 - 2012,0.8
,,2012 - 2013,1.0
,,2013 - 2014,1.0
,,2014 - 2015,1.0
,,2015 - 2016,0.77
,,2016 - 2017,1.0
,,2017 - 2018,1.0
,,2018 - 2019,1.0
,,2019 - 2020,
,,2020 - 2021,1.0
,,2022 - 2023,1.0
,Tarn taran,2006 - 2007,0.62
,,2007 - 2008,0.56
,,2008 - 2009,1.0
,,2009 - 2010,0.8
,,2010 - 2011,0.67
,,2011 - 2012,0.64
,,2012 - 2013,0.92
,,2013 - 2014,0.83
,,2014 - 2015,0.67
,,2015 - 2016,0.45
,,2016 - 2017,0.5
,,2017 - 2018,0.33
,,2018 - 2019,0.33
,,2019 - 2020,0.67
,,2020 - 2021,1.33
,,2022 - 2023,1.0
Rajasthan,Ajmer,2000 - 2001,0.19
,,2001 - 2002,0.29
,,2002 - 2003,0.08
,,2003 - 2004,0.59
,,2004 - 2005,0.41
,,2005 - 2006,0.1
,,2006 - 2007,0.54
,,2007 - 2008,0.32
,,2008 - 2009,0.28
,,2009 - 2010,0.02
,,2010 - 2011,0.75
,,2011 - 2012,0.33
,,2012 - 2013,0.29
,,2013 - 2014,0.5
,,2014 - 2015,0.4
,,2015 - 2016,0.52
,,2016 - 2017,0.7
,,2017 - 2018,0.66
,,2018 - 2019,0.69
,,2019 - 2020,0.62
,,2020 - 2021,0.51
,,2021 - 2022,0.41
,,2022 - 2023,0.47
,Alwar,2000 - 2001,0.17
,,2001 - 2002,0.3
,,2002 - 2003,0.07
,,2003 - 2004,0.61
,,2004 - 2005,0.26
,,2005 - 2006,0.16
,,2006 - 2007,0.36
,,2007 - 2008,0.4
,,2008 - 2009,0.41
,,2009 - 2010,0.04
,,2010 - 2011,0.62
,,2011 - 2012,0.5
,,2012 - 2013,0.29
,,2013 - 2014,0.4
,,2014 - 2015,0.52
,,2015 - 2016,0.5
,,2016 - 2017,0.5
,,2017 - 2018,0.45
,,2018 - 2019,0.0
,,2019 - 2020,0.56
,,2020 - 2021,0.55
,,2021 - 2022,0.35
,,2022 - 2023,0.5
,Banswara,2000 - 2001,0.17
,,2001 - 2002,0.3
,,2002 - 2003,0.07
,,2003 - 2004,0.62
,,2004 - 2005,0.27
,,2005 - 2006,0.15
,,2006 - 2007,0.36
,,2007 - 2008,0.41
,,2008 - 2009,0.44
,,2009 - 2010,0.08
,,2010 - 2011,0.5
,,2011 - 2012,0.54
,,2012 - 2013,0.29
,,2013 - 2014,0.37
,,2014 - 2015,0.55
,,2015 - 2016,0.45
,,2016 - 2017,0.5
,,2017 - 2018,0.4
,,2018 - 2019,0.5
,,2019 - 2020,0.57
,,2020 - 2021,0.0
,Baran,2000 - 2001,0.17
,,2001 - 2002,0.3
,,2002 - 2003,0.06
,,2003 - 2004,0.62
,,2004 - 2005,0.27
,,2005 - 2006,0.16
,,2006 - 2007,0.36
,,2007 - 2008,0.39
,,2008 - 2009,0.42
,,2009 - 2010,0.02
,,2010 - 2011,0.62
,,2011 - 2012,0.51
,,2012 - 2013,0.3
,,2013 - 2014,0.38
,,2014 - 2015,0.51
,,2015 - 2016,0.44
,,2016 - 2017,0.49
,,2017 - 2018,0.43
,,2018 - 2019,0.5
,,2019 - 2020,0.55
,,2020 - 2021,0.56
,,2021 - 2022,0.38
,,2022 - 2023,0.54
,Barmer,2000 - 2001,0.21
,,2001 - 2002,0.13
,,2002 - 2003,0.06
,,2003 - 2004,0.63
,,2004 - 2005,0.04
,,2005 - 2006,0.02
,,2006 - 2007,0.08
,,2007 - 2008,0.11
,,2008 - 2009,0.08
,,2009 - 2010,0.01
,,2010 - 2011,0.5
,,2011 - 2012,0.24
,,2012 - 2013,0.19
,,2013 - 2014,0.21
,,2014 - 2015,0.34
,,2015 - 2016,0.08
,,2016 - 2017,0.12
,,2017 - 2018,0.17
,,2018 - 2019,0.06
,,2019 - 2020,0.43
,,2020 - 2021,0.43
,,2021 - 2022,0.05
,,2022 - 2023,0.5
,Bharatpur,2000 - 2001,0.17
,,2001 - 2002,0.3
,,2002 - 2003,0.06
,,2003 - 2004,0.63
,,2004 - 2005,0.27
,,2005 - 2006,0.15
,,2006 - 2007,0.36
,,2007 - 2008,0.39
,,2008 - 2009,0.42
,,2009 - 2010,0.04
,,2010 - 2011,0.62
,,2011 - 2012,0.51
,,2012 - 2013,0.29
,,2013 - 2014,0.38
,,2014 - 2015,0.51
,,2015 - 2016,0.44
,,2016 - 2017,0.5
,,2017 - 2018,0.43
,,2018 - 2019,0.49
,,2019 - 2020,0.56
,,2020 - 2021,0.55
,,2021 - 2022,0.33
,,2022 - 2023,0.5
,Bhilwara,2000 - 2001,0.15
,,2001 - 2002,0.45
,,2002 - 2003,0.01
,,2003 - 2004,0.61
,,2004 - 2005,0.4
,,2005 - 2006,0.03
,,2006 - 2007,0.41
,,2007 - 2008,0.47
,,2008 - 2009,0.14
,,2009 - 2010,0.09
,,2010 - 2011,0.64
,,2011 - 2012,0.28
,,2012 - 2013,0.41
,,2013 - 2014,0.26
,,2014 - 2015,0.34
,,2015 - 2016,0.12
,,2016 - 2017,0.54
,,2017 - 2018,0.36
,,2018 - 2019,0.52
,,2019 - 2020,0.27
,,2020 - 2021,0.22
,,2021 - 2022,0.39
,,2022 - 2023,0.51
,Bikaner,2000 - 2001,0.17
,,2001 - 2002,0.3
,,2002 - 2003,0.06
,,2003 - 2004,0.62
,,2004 - 2005,0.27
,,2005 - 2006,0.16
,,2006 - 2007,0.36
,,2007 - 2008,0.39
,,2008 - 2009,0.7
,,2009 - 2010,0.02
,,2010 - 2011,0.62
,,2011 - 2012,0.81
,,2012 - 2013,1.12
,,2013 - 2014,0.78
,,2014 - 2015,0.62
,,2015 - 2016,0.51
,,2016 - 2017,0.68
,,2017 - 2018,0.43
,,2018 - 2019,0.29
,,2019 - 2020,0.36
,,2020 - 2021,0.39
,,2021 - 2022,0.35
,,2022 - 2023,0.67
,Bundi,2000 - 2001,0.17
,,2001 - 2002,0.29
,,2002 - 2003,0.06
,,2003 - 2004,0.62
,,2004 - 2005,0.27
,,2005 - 2006,0.15
,,2006 - 2007,0.36
,,2007 - 2008,0.39
,,2008 - 2009,0.42
,,2009 - 2010,0.04
,,2010 - 2011,0.62
,,2011 - 2012,0.51
,,2012 - 2013,0.29
,,2013 - 2014,0.38
,,2014 - 2015,0.51
,,2015 - 2016,0.44
,,2016 - 2017,0.5
,,2017 - 2018,0.43
,,2018 - 2019,0.5
,,2019 - 2020,0.55
,,2020 - 2021,0.57
,,2021 - 2022,0.36
,,2022 - 2023,0.5
,Chittorgarh,2000 - 2001,0.17
,,2001 - 2002,0.29
,,2002 - 2003,0.06
,,2003 - 2004,0.62
,,2004 - 2005,0.27
,,2005 - 2006,0.16
,,2006 - 2007,0.36
,,2007 - 2008,0.39
,,2008 - 2009,0.42
,,2009 - 2010,0.03
,,2010 - 2011,0.62
,,2011 - 2012,0.51
,,2012 - 2013,0.3
,,2013 - 2014,0.38
,,2014 - 2015,0.52
,,2015 - 2016,0.44
,,2016 - 2017,0.49
,,2017 - 2018,0.43
,,2018 - 2019,0.5
,,2019 - 2020,0.56
,,2020 - 2021,0.55
,,2021 - 2022,0.35
,,2022 - 2023,0.5
,Churu,2000 - 2001,0.05
,,2001 - 2002,0.92
,,2002 - 2003,0.0
,,2003 - 2004,0.84
,,2004 - 2005,0.32
,,2005 - 2006,0.08
,,2006 - 2007,0.11
,,2007 - 2008,0.41
,,2008 - 2009,1.04
,,2009 - 2010,0.02
,,2010 - 2011,0.22
,,2011 - 2012,0.32
,,2012 - 2013,0.43
,,2013 - 2014,0.28
,,2014 - 2015,0.49
,,2015 - 2016,0.22
,,2016 - 2017,0.28
,,2017 - 2018,0.31
,,2018 - 2019,0.36
,,2019 - 2020,0.46
,,2020 - 2021,0.54
,,2021 - 2022,0.2
,,2022 - 2023,0.36
,Dausa,2000 - 2001,0.17
,,2001 - 2002,0.3
,,2002 - 2003,0.06
,,2003 - 2004,0.62
,,2004 - 2005,0.28
,,2005 - 2006,0.15
,,2006 - 2007,0.35
,,2007 - 2008,0.39
,,2008 - 2009,0.42
,,2009 - 2010,0.04
,,2010 - 2011,0.63
,,2011 - 2012,0.5
,,2012 - 2013,0.3
,,2013 - 2014,0.38
,,2014 - 2015,0.52
,,2015 - 2016,0.44
,,2016 - 2017,0.49
,,2017 - 2018,0.44
,,2018 - 2019,0.5
,,2019 - 2020,0.54
,,2020 - 2021,0.56
,,2021 - 2022,0.37
,,2022 - 2023,0.52
,Dholpur,2000 - 2001,0.17
,,2001 - 2002,0.3
,,2002 - 2003,0.07
,,2003 - 2004,0.62
,,2004 - 2005,0.27
,,2005 - 2006,0.16
,,2006 - 2007,0.36
,,2007 - 2008,0.39
,,2008 - 2009,0.42
,,2009 - 2010,0.04
,,2010 - 2011,0.62
,,2011 - 2012,0.51
,,2012 - 2013,0.29
,,2013 - 2014,0.39
,,2014 - 2015,0.52
,,2015 - 2016,0.44
,,2016 - 2017,0.5
,,2017 - 2018,0.44
,,2018 - 2019,0.49
,,2019 - 2020,0.56
,,2020 - 2021,0.54
,,2021 - 2022,0.35
,,2022 - 2023,0.5
,Dungarpur,2000 - 2001,0.17
,,2001 - 2002,0.3
,,2002 - 2003,0.06
,,2003 - 2004,0.62
,,2004 - 2005,0.22
,,2005 - 2006,0.17
,,2006 - 2007,0.37
,,2007 - 2008,0.33
,,2008 - 2009,0.44
,,2009 - 2010,0.04
,,2010 - 2011,0.63
,,2011 - 2012,0.5
,,2012 - 2013,0.3
,,2013 - 2014,0.33
,,2014 - 2015,0.53
,,2015 - 2016,0.44
,,2016 - 2017,0.5
,,2017 - 2018,0.44
,,2018 - 2019,0.43
,,2019 - 2020,0.57
,,2020 - 2021,0.55
,Ganganagar,2000 - 2001,0.4
,,2001 - 2002,0.18
,,2002 - 2003,0.3
,,2003 - 2004,0.73
,,2004 - 2005,0.41
,,2005 - 2006,0.45
,,2006 - 2007,0.67
,,2007 - 2008,0.73
,,2008 - 2009,0.7
,,2009 - 2010,0.35
,,2010 - 2011,0.67
,,2011 - 2012,0.67
,,2012 - 2013,0.76
,,2013 - 2014,0.77
,,2014 - 2015,0.88
,,2015 - 2016,0.53
,,2016 - 2017,0.58
,,2017 - 2018,0.52
,,2018 - 2019,0.44
,,2019 - 2020,0.49
,,2020 - 2021,0.65
,,2021 - 2022,0.46
,,2022 - 2023,0.65
,Hanumangarh,2000 - 2001,0.17
,,2001 - 2002,0.3
,,2002 - 2003,0.28
,,2003 - 2004,0.65
,,2004 - 2005,0.24
,,2005 - 2006,0.51
,,2006 - 2007,0.36
,,2007 - 2008,0.39
,,2008 - 2009,0.79
,,2009 - 2010,0.31
,,2010 - 2011,0.29
,,2011 - 2012,0.7
,,2012 - 2013,0.66
,,2013 - 2014,0.56
,,2014 - 2015,0.59
,,2015 - 2016,0.41
,,2016 - 2017,0.48
,,2017 - 2018,0.59
,,2018 - 2019,0.51
,,2019 - 2020,0.38
,,2020 - 2021,0.36
,,2021 - 2022,0.5
,,2022 - 2023,0.43
,Jaipur,2000 - 2001,0.03
,,2001 - 2002,0.64
,,2002 - 2003,0.01
,,2003 - 2004,0.85
,,2004 - 2005,0.32
,,2005 - 2006,0.22
,,2006 - 2007,0.46
,,2007 - 2008,0.3
,,2008 - 2009,0.63
,,2009 - 2010,0.05
,,2010 - 2011,0.7
,,2011 - 2012,0.42
,,2012 - 2013,0.16
,,2013 - 2014,0.84
,,2014 - 2015,0.47
,,2015 - 2016,0.47
,,2016 - 2017,0.68
,,2017 - 2018,0.41
,,2018 - 2019,0.6
,,2019 - 2020,0.69
,,2020 - 2021,0.39
,,2021 - 2022,0.52
